Record Number,CAE Number,Rights Type,Distribution (posted),Usage Narrative,Usage Summary,Un-Notified Flag,Work Title,Amount (performance revenue),Share,Perf Start Date,Perf End Date,Prod Header,Broadcast Region,Production ID,Number of Perfs,Duration,IP1,IP2,IP3,IP4,Tunecode,ISWC,WID,Catalogue Number,Invoice Number,Currency,Works Share Transfer From,Works Share Transfer To,Old Share,New Share,Adjustment Reason
7644,00618760530,P,2020121,Viking FM High Peak Main,Radio, ,Read All About It,.01,17.5,02/03/2020,02/03/2020, ,Viking 96.9 FM,,00000001,160,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7645,00618760530,P,2020121,Viking FM High Peak Main,Radio, ,Read All About It,.01,17.5,06/03/2020,06/03/2020, ,Viking 96.9 FM,,00000001,224,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7646,00618760530,P,2020121,Viking FM High Peak Main,Radio, ,Read All About It,.01,17.5,24/01/2020,24/01/2020, ,Viking 96.9 FM,,00000001,158,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7647,00618760530,P,2020121,Viking FM High Peak Main,Radio, ,Read All About It,.01,17.5,30/04/2020,30/04/2020, ,Viking 96.9 FM,,00000001,161,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7648,00618760530,P,2020121,Viking FM High Peak Main,Radio, ,Read All About It,.02,17.5,06/02/2020,06/02/2020, ,Viking 96.9 FM,,00000001,226,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7649,00618760530,P,2020121,Viking FM High Peak Main,Radio, ,Read All About It,.01,17.5,08/05/2020,08/05/2020, ,Viking 96.9 FM,,00000001,157,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7650,00618760530,P,2020121,Viking FM High Peak Main,Radio, ,Read All About It,.01,17.5,11/05/2020,11/05/2020, ,Viking 96.9 FM,,00000001,160,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7651,00618760530,P,2020121,Viking FM High Peak Main,Radio, ,Read All About It,.02,17.5,03/05/2020,03/05/2020, ,Viking 96.9 FM,,00000001,226,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7652,00618760530,P,2020121,Viking FM High Peak Main,Radio, ,Read All About It,.02,17.5,10/04/2020,10/04/2020, ,Viking 96.9 FM,,00000001,227,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7653,00618760530,P,2020121,Viking FM High Peak Main,Radio, ,Read All About It,.01,17.5,01/03/2020,01/03/2020, ,Viking 96.9 FM,,00000001,225,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7654,00618760530,P,2020121,Viking FM High Peak Main,Radio, ,Read All About It,.01,17.5,22/04/2020,22/04/2020, ,Viking 96.9 FM,,00000001,161,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7655,00618760530,P,2020121,Viking FM High Peak Main,Radio, ,Read All About It,.01,17.5,03/02/2020,03/02/2020, ,Viking 96.9 FM,,00000001,160,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7656,00618760530,P,2020121,Viking FM High Peak Main,Radio, ,Read All About It,.01,17.5,21/03/2020,21/03/2020, ,Viking 96.9 FM,,00000001,159,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7657,00618760530,P,2020121,Viking FM High Peak Main,Radio, ,Read All About It,.01,17.5,15/01/2020,15/01/2020, ,Viking 96.9 FM,,00000001,224,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7658,00618760530,P,2020121,Viking FM High Peak Main,Radio, ,Read All About It,.02,17.5,16/01/2020,16/01/2020, ,Viking 96.9 FM,,00000001,226,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7659,00618760530,P,2020121,Viking FM High Peak Main,Radio, ,Read All About It,.01,17.5,10/01/2020,10/01/2020, ,Viking 96.9 FM,,00000001,225,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7660,00618760530,P,2020121,Viking FM High Peak Main,Radio, ,Read All About It,.01,17.5,18/03/2020,18/03/2020, ,Viking 96.9 FM,,00000001,162,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7661,00618760530,P,2020121,Viking FM High Peak Main,Radio, ,Read All About It,.01,17.5,20/02/2020,20/02/2020, ,Viking 96.9 FM,,00000001,225,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7662,00618760530,P,2020121,Viking FM Low Peak Mains,Radio, ,Read All About It,.01,17.5,11/07/2020,11/07/2020, ,Viking 96.9 FM,,00000001,225,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7663,00618760530,P,2020121,Viking FM Low Peak Mains,Radio, ,Read All About It,.01,17.5,26/04/2020,26/04/2020, ,Viking 96.9 FM,,00000001,226,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7664,00618760530,P,2020121,Viking FM Low Peak Mains,Radio, ,Read All About It,.01,17.5,25/03/2020,25/03/2020, ,Viking 96.9 FM,,00000001,226,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7665,00618760530,P,2020121,Viking FM Low Peak Mains,Radio, ,Read All About It,.01,17.5,12/03/2020,12/03/2020, ,Viking 96.9 FM,,00000001,162,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7666,00618760530,P,2020121,Viking FM Low Peak Mains,Radio, ,Read All About It,.01,17.5,23/01/2020,23/01/2020, ,Viking 96.9 FM,,00000001,225,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7667,00618760530,P,2020121,Viking FM Low Peak Mains,Radio, ,Read All About It,.01,17.5,28/02/2020,28/02/2020, ,Viking 96.9 FM,,00000001,225,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7668,00618760530,P,2020121,Viking FM Low Peak Mains,Radio, ,Read All About It,.01,17.5,18/02/2020,18/02/2020, ,Viking 96.9 FM,,00000001,158,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7669,00618760530,P,2020121,Viking FM Low Peak Mains,Radio, ,Read All About It,.01,17.5,03/03/2020,03/03/2020, ,Viking 96.9 FM,,00000001,157,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7670,00618760530,P,2020121,Viking FM Low Peak Mains,Radio, ,Read All About It,.01,17.5,20/04/2020,20/04/2020, ,Viking 96.9 FM,,00000001,162,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7671,00618760530,P,2020121,Viking FM Low Peak Mains,Radio, ,Read All About It,.01,17.5,01/04/2020,01/04/2020, ,Viking 96.9 FM,,00000001,159,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7672,00618760530,P,2020121,Viking FM Low Peak Mains,Radio, ,Read All About It,.01,17.5,28/01/2020,28/01/2020, ,Viking 96.9 FM,,00000001,225,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7673,00618760530,P,2020121,Viking FM Low Peak Mains,Radio, ,Read All About It,.01,17.5,30/03/2020,30/03/2020, ,Viking 96.9 FM,,00000001,224,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7674,00618760530,P,2020121,Viking FM Low Peak Mains,Radio, ,Read All About It,.01,17.5,10/03/2020,10/03/2020, ,Viking 96.9 FM,,00000001,160,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7675,00618760530,P,2020121,Viking FM Low Peak Mains,Radio, ,Read All About It,.01,17.5,22/03/2020,22/03/2020, ,Viking 96.9 FM,,00000001,159,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7676,00618760530,P,2020121,Viking FM Low Peak Mains,Radio, ,Read All About It,.01,17.5,28/04/2020,28/04/2020, ,Viking 96.9 FM,,00000001,225,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7677,00618760530,P,2020121,Viking FM Low Peak Mains,Radio, ,Read All About It,.01,17.5,29/04/2020,29/04/2020, ,Viking 96.9 FM,,00000001,225,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7678,00618760530,P,2020121,Viking FM Low Peak Mains,Radio, ,Read All About It,.01,17.5,27/02/2020,27/02/2020, ,Viking 96.9 FM,,00000001,160,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7679,00618760530,P,2020121,Viking FM Low Peak Mains,Radio, ,Read All About It,.01,17.5,25/02/2020,25/02/2020, ,Viking 96.9 FM,,00000001,225,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7680,00618760530,P,2020121,Viking FM Low Peak Mains,Radio, ,Read All About It,.01,17.5,17/01/2020,17/01/2020, ,Viking 96.9 FM,,00000001,159,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7681,00618760530,P,2020121,Viking FM Low Peak Mains,Radio, ,Read All About It,.01,17.5,05/02/2020,05/02/2020, ,Viking 96.9 FM,,00000001,157,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7682,00618760530,P,2020121,Viking FM Low Peak Mains,Radio, ,Read All About It,.01,17.5,07/03/2020,07/03/2020, ,Viking 96.9 FM,,00000001,226,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7683,00618760530,P,2020121,Viking FM Low Peak Mains,Radio, ,Read All About It,.01,17.5,07/05/2020,07/05/2020, ,Viking 96.9 FM,,00000001,225,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7684,00618760530,P,2020121,Viking FM Low Peak Mains,Radio, ,Read All About It,.01,17.5,03/04/2020,03/04/2020, ,Viking 96.9 FM,,00000001,160,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7685,00618760530,P,2020121,Viking FM Low Peak Mains,Radio, ,Read All About It,.01,17.5,04/05/2020,04/05/2020, ,Viking 96.9 FM,,00000001,159,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7686,00618760530,P,2020121,Viking FM Low Peak Mains,Radio, ,Read All About It,.01,17.5,08/02/2020,08/02/2020, ,Viking 96.9 FM,,00000001,224,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7687,00618760530,P,2020121,Viking FM Low Peak Mains,Radio, ,Read All About It,.01,17.5,17/03/2020,17/03/2020, ,Viking 96.9 FM,,00000001,226,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7688,00618760530,P,2020121,Viking FM Low Peak Mains,Radio, ,Read All About It,.01,17.5,01/02/2020,01/02/2020, ,Viking 96.9 FM,,00000001,160,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7689,00618760530,P,2020121,Viking FM Low Peak Mains,Radio, ,Read All About It,.01,17.5,07/02/2020,07/02/2020, ,Viking 96.9 FM,,00000001,226,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7690,00618760530,P,2020121,Viking FM Low Peak Mains,Radio, ,Read All About It,.01,17.5,26/01/2020,26/01/2020, ,Viking 96.9 FM,,00000001,225,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7691,00618760530,P,2020121,Viking FM Low Peak Mains,Radio, ,Read All About It,.01,17.5,10/05/2020,10/05/2020, ,Viking 96.9 FM,,00000001,226,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7692,00618760530,P,2020121,Viking FM Low Peak Mains,Radio, ,Read All About It,.01,17.5,16/04/2020,16/04/2020, ,Viking 96.9 FM,,00000001,157,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7693,00618760530,P,2020121,Viking FM Low Peak Mains,Radio, ,Read All About It,.01,17.5,09/01/2020,09/01/2020, ,Viking 96.9 FM,,00000001,162,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7694,00618760530,P,2020121,Viking FM Low Peak Mains,Radio, ,Read All About It,.01,17.5,12/01/2020,12/01/2020, ,Viking 96.9 FM,,00000001,226,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7695,00618760530,P,2020121,Viking FM Low Peak Mains,Radio, ,Read All About It,.01,17.5,22/02/2020,22/02/2020, ,Viking 96.9 FM,,00000001,226,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7696,00618760530,P,2020121,Viking FM Low Peak Mains,Radio, ,Read All About It,.01,17.5,12/02/2020,12/02/2020, ,Viking 96.9 FM,,00000001,226,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7697,00618760530,P,2020121,Viking FM Low Peak Mains,Radio, ,Read All About It,.01,17.5,06/01/2020,06/01/2020, ,Viking 96.9 FM,,00000001,224,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7698,00618760530,P,2020121,Viking FM Low Peak Mains,Radio, ,Read All About It,.01,17.5,07/01/2020,07/01/2020, ,Viking 96.9 FM,,00000001,224,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7699,00618760530,P,2020121,Viking FM Low Peak Mains,Radio, ,Read All About It,.01,17.5,13/01/2020,13/01/2020, ,Viking 96.9 FM,,00000001,226,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7700,00618760530,P,2020121,Viking FM Low Peak Mains,Radio, ,Read All About It,.01,17.5,27/03/2020,27/03/2020, ,Viking 96.9 FM,,00000001,160,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7701,00618760530,P,2020121,Viking FM Low Peak Mains,Radio, ,Read All About It,.01,17.5,15/03/2020,15/03/2020, ,Viking 96.9 FM,,00000001,160,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7702,00618760530,P,2020121,Viking FM Low Peak Mains,Radio, ,Read All About It,.01,17.5,10/02/2020,10/02/2020, ,Viking 96.9 FM,,00000001,225,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7703,00618760530,P,2020121,Viking FM Low Peak Mains,Radio, ,Read All About It,.01,17.5,07/04/2020,07/04/2020, ,Viking 96.9 FM,,00000001,226,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7704,00618760530,P,2020121,Viking FM Low Peak Mains,Radio, ,Read All About It,.01,17.5,13/05/2020,13/05/2020, ,Viking 96.9 FM,,00000001,157,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7705,00618760530,P,2020121,Viking FM Low Peak Mains,Radio, ,Read All About It,.01,17.5,05/05/2020,05/05/2020, ,Viking 96.9 FM,,00000001,226,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7706,00618760530,P,2020121,Viking FM Low Peak Mains,Radio, ,Read All About It,.01,17.5,23/02/2020,23/02/2020, ,Viking 96.9 FM,,00000001,226,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7707,00618760530,P,2020121,Viking FM Low Peak Mains,Radio, ,Read All About It,.01,17.5,02/02/2020,02/02/2020, ,Viking 96.9 FM,,00000001,160,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7708,00618760530,P,2020121,Viking FM Low Peak Mains,Radio, ,Read All About It,.01,17.5,31/01/2020,31/01/2020, ,Viking 96.9 FM,,00000001,160,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7709,00618760530,P,2020121,Viking FM Low Peak Mains,Radio, ,Read All About It,.01,17.5,19/02/2020,19/02/2020, ,Viking 96.9 FM,,00000001,224,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7710,00618760530,P,2020121,Viking FM Low Peak Mains,Radio, ,Read All About It,.01,17.5,14/03/2020,14/03/2020, ,Viking 96.9 FM,,00000001,225,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7711,00618760530,P,2020121,Viking FM Low Peak Mains,Radio, ,Read All About It,.01,17.5,20/01/2020,20/01/2020, ,Viking 96.9 FM,,00000001,226,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7712,00618760530,P,2020121,Viking FM Non Peak Main,Radio, ,Read All About It,.01,17.5,27/08/2020,27/08/2020, ,Viking 96.9 FM,,00000001,190,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7713,00618760530,P,2020121,Viking FM Non Peak Main,Radio, ,Read All About It,.01,17.5,09/02/2020,09/02/2020, ,Viking 96.9 FM,,00000001,227,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7714,00618760530,P,2020121,Viking FM Non Peak Main,Radio, ,Read All About It,.01,17.5,10/06/2020,10/06/2020, ,Viking 96.9 FM,,00000001,199,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7715,00618760530,P,2020121,Viking FM Non Peak Main,Radio, ,Read All About It,.01,17.5,04/04/2020,04/04/2020, ,Viking 96.9 FM,,00000001,225,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7716,00618760530,P,2020121,Viking FM Non Peak Main,Radio, ,Read All About It,.01,17.5,04/02/2020,04/02/2020, ,Viking 96.9 FM,,00000001,225,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7717,00618760530,P,2020121,Viking FM Non Peak Main,Radio, ,Read All About It,.01,17.5,27/01/2020,27/01/2020, ,Viking 96.9 FM,,00000001,226,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7718,00618760530,P,2020121,Viking FM Non Peak Main,Radio, ,Read All About It,.01,17.5,08/01/2020,08/01/2020, ,Viking 96.9 FM,,00000001,224,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7719,00618760530,P,2020121,Viking FM Non Peak Main,Radio, ,Read All About It,.01,17.5,02/01/2020,02/01/2020, ,Viking 96.9 FM,,00000001,199,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7720,00618760530,P,2020121,Viking FM Non Peak Main,Radio, ,Read All About It,.01,17.5,11/01/2020,11/01/2020, ,Viking 96.9 FM,,00000001,227,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7721,00618760530,P,2020121,Viking FM Non Peak Main,Radio, ,Read All About It,.01,17.5,23/04/2020,23/04/2020, ,Viking 96.9 FM,,00000001,255,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7722,00618760530,P,2020121,Viking FM Non Peak Main,Radio, ,Read All About It,.01,17.5,24/06/2020,24/06/2020, ,Viking 96.9 FM,,00000001,199,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7723,00618760530,P,2020121,Viking FM Non Peak Main,Radio, ,Read All About It,.01,17.5,06/04/2020,06/04/2020, ,Viking 96.9 FM,,00000001,199,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7724,00618760530,P,2020121,Viking FM Non Peak Main,Radio, ,Read All About It,.01,17.5,13/04/2020,13/04/2020, ,Viking 96.9 FM,,00000001,225,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7725,00618760530,P,2020121,Viking FM Non Peak Main,Radio, ,Read All About It,.01,17.5,16/02/2020,16/02/2020, ,Viking 96.9 FM,,00000001,202,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7726,00618760530,P,2020121,Viking FM Non Peak Main,Radio, ,Read All About It,.01,17.5,10/08/2020,10/08/2020, ,Viking 96.9 FM,,00000001,200,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7727,00618760530,P,2020121,Viking FM Non Peak Main,Radio, ,Read All About It,.01,17.5,05/03/2020,05/03/2020, ,Viking 96.9 FM,,00000001,225,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7728,00618760530,P,2020121,Viking FM Non Peak Main,Radio, ,Read All About It,.01,17.5,29/07/2020,29/07/2020, ,Viking 96.9 FM,,00000001,199,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7729,00618760530,P,2020121,Viking FM Non Peak Main,Radio, ,Read All About It,.01,17.5,20/01/2020,20/01/2020, ,Viking 96.9 FM,,00000001,200,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7730,00618760530,P,2020121,Viking FM Non Peak Main,Radio, ,Read All About It,.01,17.5,23/03/2020,23/03/2020, ,Viking 96.9 FM,,00000001,225,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
7731,00618760530,P,2020121,Viking FM Non Peak Main,Radio, ,Read All About It,.01,17.5,27/05/2020,27/05/2020, ,Viking 96.9 FM,,00000001,202,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,078598AR,T9112391283,078598AR, , , , , , , , 
