WRITERS,SOURCE,TERRITORY,REVENUE_TYPE,USAGE,SONG_ID,SONG_TITLE,NOTES,CONFIG,SELECTION,UNITS,BEG_PER,End_PER,AMOUNT_RECEIVED,SHARE,ROYALTY_AMT
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDFPERST","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","2EjN3SYUdh",38,"04/01/2014","06/30/2014",.061521,.000000,.000000
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USWB19903242","","eqT1IjjHWh",38,"04/01/2013","06/30/2013",.003482,20.500000,.000714
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USWB19903242","","eqT1IjjHWh",49,"07/01/2013","07/31/2013",.005804,20.500000,.001190
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USWB19903242","","tXuoZYaMd7",39,"03/01/2013","03/31/2013",.003483,20.500000,.000714
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USWB19903242","","tXuoZYaMd7",65,"04/01/2013","06/30/2013",.005804,20.500000,.001190
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USWB19903242","","tXuoZYaMd7",44,"07/01/2013","07/31/2013",.004643,20.500000,.000952
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USWB19903242","","O6qb8H5IsQ",13,"12/01/2012","12/31/2012",.001161,20.500000,.000238
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USWB19903242","","O6qb8H5IsQ",47,"03/01/2013","03/31/2013",.003483,20.500000,.000714
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USWB19903242","","O6qb8H5IsQ",46,"04/01/2013","06/30/2013",.003483,20.500000,.000714
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USWB19903242","","O6qb8H5IsQ",36,"07/01/2013","07/31/2013",.003483,20.500000,.000714
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USWB19903242","","QMAeRTDUGb",6,"04/01/2013","06/30/2013",.001161,20.500000,.000238
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USWB19903242","","QMAeRTDUGb",5,"07/01/2013","07/31/2013",.001161,20.500000,.000238
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","1w0wShtPec",32,"04/01/2014","06/30/2014",.025538,20.500000,.005235
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","1w0wShtPec",193,"07/01/2014","07/31/2014",.140455,20.500000,.028793
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN19300019","","106020661",2,"11/01/2013","11/30/2013",.008126,20.500000,.001666
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN19300019","","106020661",1,"07/01/2013","07/31/2013",.005804,20.500000,.001190
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","1426702",23,"04/01/2014","04/30/2014",.032502,20.500000,.006663
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","1426702",12,"07/01/2014","07/31/2014",.016251,20.500000,.003331
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","1426702",11,"04/01/2015","06/30/2015",.010447,20.500000,.002142
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","1426702",19,"07/01/2015","07/31/2015",.010447,20.500000,.002142
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","1426702",25,"01/01/2014","01/31/2014",.035984,20.500000,.007377
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","1426702",23,"02/01/2014","02/28/2014",.038306,20.500000,.007853
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","1426702",19,"03/01/2014","03/31/2014",.027859,20.500000,.005711
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","1426702",18,"05/01/2014","05/31/2014",.025537,20.500000,.005235
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","1426702",16,"04/01/2014","06/30/2014",.023215,20.500000,.004759
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","1426702",2,"11/01/2015","11/30/2015",.005804,20.500000,.001190
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","1426702",2,"12/01/2015","12/31/2015",.002322,20.500000,.000476
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","1426702",5,"01/01/2016","01/31/2016",.001161,20.500000,.000238
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","1426702",26,"03/01/2016","03/31/2016",.003483,20.500000,.000714
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN19300019","","1493419",160,"07/01/2016","10/31/2016",.023215,20.500000,.004759
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","2EjN3SYUdh",38,"04/01/2014","06/30/2014",.030180,20.500000,.006187
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","2EjN3SYUdh",16,"07/01/2014","07/31/2014",.001161,20.500000,.000238
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","2EjN3SYUdh",85,"07/01/2015","07/31/2015",.005804,20.500000,.001190
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","201.139.916",18,"04/01/2014","04/30/2014",.026698,20.500000,.005473
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","2458788",23,"04/01/2014","04/30/2014",.029019,20.500000,.005949
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","2458788",11,"01/01/2014","01/31/2014",.015090,20.500000,.003093
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","2458788",17,"02/01/2014","02/28/2014",.029020,20.500000,.005949
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","2458788",10,"03/01/2014","03/31/2014",.015090,20.500000,.003093
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","2458788",13,"04/01/2014","06/30/2014",.018572,20.500000,.003807
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","2458788",4,"04/01/2015","06/30/2015",.002321,20.500000,.000476
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","2458788",3,"07/01/2015","07/31/2015",.001160,20.500000,.000238
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","2458788",15,"11/01/2015","11/30/2015",.004643,20.500000,.000952
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","2458788",3,"12/01/2015","12/31/2015",.001161,20.500000,.000238
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","2458788",30,"01/01/2016","01/31/2016",.003482,20.500000,.000714
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","2458788",10,"03/01/2016","03/31/2016",.001160,20.500000,.000238
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","2962868",5,"01/01/2014","01/31/2014",.006965,20.500000,.001428
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","2962868",12,"02/01/2014","02/28/2014",.019734,20.500000,.004045
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","2962868",10,"03/01/2014","03/31/2014",.015091,20.500000,.003094
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","2962868",11,"04/01/2014","04/30/2014",.016251,20.500000,.003331
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","2962868",18,"05/01/2014","05/31/2014",.025537,20.500000,.005235
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","2962868",13,"04/01/2014","06/30/2014",.020894,20.500000,.004283
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","2962868",5,"07/01/2014","07/31/2014",.006964,20.500000,.001428
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","3dSeNBvWNl",5,"07/01/2014","07/31/2014",.006964,20.500000,.001428
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","All The Hits And All New Love\\KENNY ROGERS\EUEDD0014937","","343.601.558",5,"01/01/2016","01/31/2016",.001161,20.500000,.000238
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","A Love Song Collection\\KENNY ROGERS\USCN18000044","","347.194.952",33,"03/01/2016","03/31/2016",.001161,20.500000,.000238
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","Very Best Of Kenny Rogers\\KENNY ROGERS\USCN18000044","","347.887.896",55,"03/01/2016","03/31/2016",.003482,20.500000,.000714
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","A Love Song Collection\\KENNY ROGERS\USCN18000044","","348.358.856",100,"03/01/2016","03/31/2016",.005804,20.500000,.001190
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","The Best Of Kenny Rogers\\KENNY ROGERS\USCN18000044","","362.549.940",6,"04/01/2016","04/30/2016",.001160,20.500000,.000238
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","Very Best Of Kenny Rogers\\KENNY ROGERS\USCN18000044","","366.008.741",11,"05/01/2016","05/31/2016",.001160,20.500000,.000238
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","A Love Song Collection\\KENNY ROGERS\USCN18000044","","367.335.255",93,"05/01/2016","05/31/2016",.004643,20.500000,.000952
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","4WY6Dmzeus",64,"04/01/2014","06/30/2014",.042949,20.500000,.008805
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","4WY6Dmzeus",55,"07/01/2014","07/31/2014",.034823,20.500000,.007139
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","4681791",5,"04/01/2014","06/30/2014",.004643,20.500000,.000952
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","4681791",5,"07/01/2014","07/31/2014",.004643,20.500000,.000952
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","4681791",12,"04/01/2015","06/30/2015",.002321,20.500000,.000476
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDSTREAM","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","5ziXtt3YMU",14,"07/01/2013","07/31/2013",.001161,20.500000,.000238
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDFPERST","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","2EjN3SYUdh",16,"07/01/2014","07/31/2014",.002321,.000000,.000000
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDFPERST","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","2EjN3SYUdh",87,"07/01/2015","07/31/2015",.009286,.000000,.000000
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDFPERST","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","201.139.916",18,"04/01/2014","04/30/2014",.056878,.000000,.000000
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDFPERST","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","2458788",23,"04/01/2014","04/30/2014",.068486,.000000,.000000
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDFPERST","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","2458788",23,"03/01/2016","03/31/2016",.005804,.000000,.000000
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDFPERST","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","2458788",7,"04/01/2016","04/30/2016",.001160,.000000,.000000
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDFPERST","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","2458788",11,"01/01/2014","01/31/2014",.035984,.000000,.000000
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDFPERST","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","2458788",17,"02/01/2014","02/28/2014",.058039,.000000,.000000
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDFPERST","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","2458788",10,"03/01/2014","03/31/2014",.030180,.000000,.000000
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDFPERST","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","2458788",13,"04/01/2014","06/30/2014",.042949,.000000,.000000
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDFPERST","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","2458788",4,"04/01/2015","06/30/2015",.004643,.000000,.000000
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDFPERST","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","2458788",3,"07/01/2015","07/31/2015",.001160,.000000,.000000
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDFPERST","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","2458788",15,"11/01/2015","11/30/2015",.009286,.000000,.000000
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDFPERST","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","2458788",3,"12/01/2015","12/31/2015",.002322,.000000,.000000
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDFPERST","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","2458788",30,"01/01/2016","01/31/2016",.010447,.000000,.000000
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDFPERST","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","2458788",4,"02/01/2016","02/28/2016",.001161,.000000,.000000
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDFPERST","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","270999525",1,"01/01/2010","06/30/2010",.013930,.000000,.000000
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDFPERST","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","2962868",5,"01/01/2014","01/31/2014",.016251,.000000,.000000
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDFPERST","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","2962868",12,"02/01/2014","02/28/2014",.040627,.000000,.000000
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDFPERST","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","2962868",10,"03/01/2014","03/31/2014",.030180,.000000,.000000
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDFPERST","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","2962868",11,"04/01/2014","04/30/2014",.035984,.000000,.000000
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDFPERST","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","2962868",18,"05/01/2014","05/31/2014",.055717,.000000,.000000
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDFPERST","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","2962868",13,"04/01/2014","06/30/2014",.041788,.000000,.000000
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDFPERST","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","2962868",5,"07/01/2014","07/31/2014",.016251,.000000,.000000
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDFPERST","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","2962868",3,"02/01/2016","02/28/2016",.001161,.000000,.000000
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDFPERST","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","3dSeNBvWNl",5,"07/01/2014","07/31/2014",.013930,.000000,.000000
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDFPERST","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","300062786",1,"01/01/2010","06/30/2010",.013930,.000000,.000000
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDFPERST","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\EUEDD0014937","","300062786",1,"04/01/2013","06/30/2013",.001161,.000000,.000000
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDFPERST","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\EUEDD0014937","","322836904",2,"04/01/2013","06/30/2013",.003482,.000000,.000000
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDFPERST","","LOVETHEWOR","LOVE THE WORLD AWAY","All The Hits And All New Love\\KENNY ROGERS\EUEDD0014937","","343.601.558",5,"01/01/2016","01/31/2016",.001161,.000000,.000000
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDFPERST","","LOVETHEWOR","LOVE THE WORLD AWAY","A Love Song Collection\\KENNY ROGERS\USCN18000044","","347.194.952",33,"03/01/2016","03/31/2016",.004643,.000000,.000000
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDFPERST","","LOVETHEWOR","LOVE THE WORLD AWAY","Very Best Of Kenny Rogers\\KENNY ROGERS\USCN18000044","","347.887.896",55,"03/01/2016","03/31/2016",.006964,.000000,.000000
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDFPERST","","LOVETHEWOR","LOVE THE WORLD AWAY","A Love Song Collection\\KENNY ROGERS\USCN18000044","","348.358.856",100,"03/01/2016","03/31/2016",.013929,.000000,.000000
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDFPERST","","LOVETHEWOR","LOVE THE WORLD AWAY","All The Hits And All New Love\\KENNY ROGERS\USCN18000044","","348.495.647",2,"03/01/2016","03/31/2016",.001161,.000000,.000000
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDFPERST","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\EUEDD0014937","","357",4,"07/01/2016","10/31/2016",.001161,.000000,.000000
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDFPERST","","LOVETHEWOR","LOVE THE WORLD AWAY","The Best Of Kenny Rogers\\KENNY ROGERS\USCN18000044","","362.549.940",6,"04/01/2016","04/30/2016",.002321,.000000,.000000
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDFPERST","","LOVETHEWOR","LOVE THE WORLD AWAY","All The Hits And All New Love\\KENNY ROGERS\USCN18000044","","362.923.384",2,"04/01/2016","04/30/2016",.001160,.000000,.000000
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDFPERST","","LOVETHEWOR","LOVE THE WORLD AWAY","A Love Song Collection\\KENNY ROGERS\USCN18000044","","363.034.162",22,"04/01/2016","04/30/2016",.001160,.000000,.000000
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDFPERST","","LOVETHEWOR","LOVE THE WORLD AWAY","Very Best Of Kenny Rogers\\KENNY ROGERS\USCN18000044","","366.008.741",11,"05/01/2016","05/31/2016",.001160,.000000,.000000
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDFPERST","","LOVETHEWOR","LOVE THE WORLD AWAY","A Love Song Collection\\KENNY ROGERS\USCN18000044","","367.335.255",93,"05/01/2016","05/31/2016",.011607,.000000,.000000
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDFPERST","","LOVETHEWOR","LOVE THE WORLD AWAY","A Love Song Collection\\KENNY ROGERS\USCN18000044","","367.700.207",31,"05/01/2016","05/31/2016",.001160,.000000,.000000
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDFPERST","","LOVETHEWOR","LOVE THE WORLD AWAY","The Best Of Kenny Rogers\\KENNY ROGERS\USCN18000044","","367.715.324",2,"05/01/2016","05/31/2016",.001160,.000000,.000000
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDFPERST","","LOVETHEWOR","LOVE THE WORLD AWAY","A Love Song Collection\\KENNY ROGERS\USCN18000044","","367.742.172",3,"05/01/2016","05/31/2016",.001160,.000000,.000000
"BOB MORRISON\JOHNNY WILSON","NCB","SCANDINAVI","DPDFPERST","","LOVETHEWOR","LOVE THE WORLD AWAY","\\KENNY ROGERS\USCN18000044","","4WY6Dmzeus",64,"04/01/2014","06/30/2014",.088219,.000000,.000000
