title,artist,source,reference,product,income_type,income_period,rate,quantity,amount_received,percent_payable,amount_payable
"Every Intention","John Coinman, Amy Rigby","Pandora - USA","17536 ","Pandora","DIGI","03/20 - 03/20","0.0","19","0.01","50.0","0.01",
"Every Intention","John Coinman, Amy Rigby","Pandora - USA","17536 ","Pandora","DIGI","03/20 - 03/20","0.0","8","0.0","50.0","0.0",
"Every Intention","John Coinman, Amy Rigby","Pandora - USA","17583 ","Pandora Plus","DIGI","04/20 - 04/20","0.0","37","0.02","50.0","0.01",
"Every Intention","John Coinman, Amy Rigby","Pandora - USA","17583 ","Pandora","DIGI","04/20 - 04/20","0.0","27","0.02","50.0","0.01",
"Every Intention","John Coinman, Amy Rigby","Pandora - USA","17583 ","Pandora","DIGI","04/20 - 04/20","0.0","4","0.0","50.0","0.0",
"Every Intention","John Coinman, Amy Rigby","Pandora - USA","18039 ","Kevin Costner","DIGI","05/20 - 05/20","0.0","66","0.03","50.0","0.02",
"Every Intention","John Coinman, Amy Rigby","Spotify USA, Inc. - USA","17424 ","Kevin Costner","DIGI","04/19 - 04/19","0.0","41","0.01","50.0","0.0",
"Every Intention","John Coinman, Amy Rigby","Spotify USA, Inc. - USA","17426 ","Kevin Costner","DIGI","05/19 - 05/19","0.0","56","0.01","50.0","0.0",
"Every Intention","John Coinman, Amy Rigby","Spotify USA, Inc. - USA","17428 ","Kevin Costner","DIGI","06/19 - 06/19","0.0","65","0.01","50.0","0.01",
"Every Intention","John Coinman, Amy Rigby","Spotify USA, Inc. - USA","17431 ","Kevin Costner","DIGI","07/19 - 07/19","0.0","75","0.02","50.0","0.01",
"Every Intention","John Coinman, Amy Rigby","Spotify USA, Inc. - USA","17434 ","Kevin Costner","DIGI","08/19 - 08/19","0.0","186","0.04","50.0","0.02",
"Every Intention","John Coinman, Amy Rigby","Spotify USA, Inc. - USA","17437 ","Kevin Costner","DIGI","09/19 - 09/19","0.0","79","0.02","50.0","0.01",
"Every Intention","John Coinman, Amy Rigby","Spotify USA, Inc. - USA","17440 ","Kevin Costner","DIGI","10/19 - 10/19","0.0","69","0.01","50.0","0.0",
"Every Intention","John Coinman, Amy Rigby","Spotify USA, Inc. - USA","17443 ","Kevin Costner","DIGI","11/19 - 11/19","0.0","92","0.02","50.0","0.01",
"Every Intention","John Coinman, Amy Rigby","Spotify USA, Inc. - USA","17446 ","Kevin Costner","DIGI","12/19 - 12/19","0.0","61","0.01","50.0","0.0",
"Every Intention","John Coinman, Amy Rigby","Spotify USA, Inc. - USA","17929 ","Kevin Costner","MECH","01/20 - 01/20","0.0","69","0.02","50.0","0.01",
"Every Intention","John Coinman, Amy Rigby","Spotify USA, Inc. - USA","17930 ","Kevin Costner","MECH","02/20 - 02/20","0.0","61","0.01","50.0","0.0",
"Every Intention","John Coinman, Amy Rigby","Spotify USA, Inc. - USA","17931 ","Kevin Costner","MECH","03/20 - 03/20","0.0","57","0.01","50.0","0.0",
"Every Intention","John Coinman, Amy Rigby","Tidal - USA","17524 ","Tidal - Premium","DIGI","03/20 - 03/20","0.0","3","0.0","50.0","0.0",
"Every Intention","John Coinman, Amy Rigby","Tidal - USA","17584 ","Tidal - Premium","DIGI","05/20 - 05/20","0.0","3","0.0","50.0","0.0",
"For New Times Sake","Duane Jarvis, Amy Rigby","CMRRA - Canada","17264 ","Emusic","DIGI","07/17 - 09/17","0.0","0","0.0","50.0","0.0",
"Good Girls, The","Amy Rigby","Amazon Music Unlimited - USA","17116 ","Amazon Music","DIGI","12/19 - 12/19","0.0","9","0.01","50.0","0.0",
"Good Girls, The","Amy Rigby","Amazon Music Unlimited - USA","17129 ","Amazon Music","DIGI","01/20 - 01/20","0.0","38","0.06","50.0","0.03",
"Good Girls, The","Amy Rigby","Amazon Music Unlimited - USA","17532 ","Amazon Music","DIGI","02/20 - 02/20","0.0","32","0.05","50.0","0.03",
"Good Girls, The","Amy Rigby","Amazon Music Unlimited - USA","17581 ","Amazon Music","DIGI","03/20 - 03/20","0.0","16","0.02","50.0","0.01",
"Good Girls, The","Amy Rigby","Amazon Music Unlimited - USA","17582 ","Amazon Music","DIGI","04/20 - 04/20","0.0","6","0.01","50.0","0.0",
"Good Girls, The","Amy Rigby","Amazon Music Unlimited - USA","18035 ","Amy Rigby","DIGI","05/20 - 05/20","0.0","10","0.01","50.0","0.01",
"Good Girls, The","Amy Rigby","Apple, Inc. - USA","17309 ","Amy Rigby","DIGI","10/19 - 12/19","0.0","169","0.08","50.0","0.04",
"Good Girls, The","Amy Rigby","Apple, Inc. - USA","17934 ","Amy Rigby","MECH","01/20 - 03/20","0.0","355","0.16","50.0","0.08",
"Good Girls, The","Amy Rigby","CMRRA - Canada","17264 ","Apple","DIGI","07/17 - 09/17","0.0","0","0.11","50.0","0.06",
"Good Girls, The","Amy Rigby","CMRRA - Canada","17264 ","Emusic","DIGI","07/17 - 09/17","0.0","0","0.12","50.0","0.06",
"Good Girls, The","Amy Rigby","Google, Inc. - YouTube - USA","17464 ","","DIGI","10/19 - 12/19","0.0","24","0.01","50.0","0.0",
"Good Girls, The","Amy Rigby","IHEART Communications - USA","17131 ","iheart Plus","DIGI","01/20 - 01/20","0.0","13","0.01","50.0","0.0",
"Good Girls, The","Amy Rigby","IHEART Communications - USA","17131 ","iheart Premium","DIGI","01/20 - 01/20","0.0","9","0.0","50.0","0.0",
"Good Girls, The","Amy Rigby","Music Reports, Inc. - USA","17006 ","Pandora Plus","DIGI","12/19 - 12/19","0.0","4","0.0","50.0","0.0",
"Good Girls, The","Amy Rigby","Music Reports, Inc. - USA","17006 ","Pandora","DIGI","12/19 - 12/19","0.0","1","0.0","50.0","0.0",
"Good Girls, The","Amy Rigby","Music Reports, Inc. - USA","17014 ","Amazon Music","DIGI","11/19 - 11/19","0.0","10","0.01","50.0","0.01",
"Good Girls, The","Amy Rigby","Music Reports, Inc. - USA","17016 ","Tidal - Premium","DIGI","01/19 - 01/19","0.0","1","0.0","50.0","0.0",
"Good Girls, The","Amy Rigby","Pandora - USA","17133 ","Pandora Plus","DIGI","01/20 - 01/20","0.0","7","0.0","50.0","0.0",
"Good Girls, The","Amy Rigby","Pandora - USA","17133 ","Pandora","DIGI","01/20 - 01/20","0.0","7","0.0","50.0","0.0",
"Good Girls, The","Amy Rigby","Pandora - USA","17523 ","Pandora Plus","DIGI","02/20 - 02/20","0.0","4","0.0","50.0","0.0",
"Good Girls, The","Amy Rigby","Pandora - USA","17523 ","Pandora","DIGI","02/20 - 02/20","0.0","10","0.01","50.0","0.0",
"Good Girls, The","Amy Rigby","Pandora - USA","17536 ","Pandora Plus","DIGI","03/20 - 03/20","0.0","4","0.0","50.0","0.0",
"Good Girls, The","Amy Rigby","Pandora - USA","17536 ","Pandora","DIGI","03/20 - 03/20","0.0","1","0.0","50.0","0.0",
"Good Girls, The","Amy Rigby","Pandora - USA","17583 ","Pandora Plus","DIGI","04/20 - 04/20","0.0","5","0.0","50.0","0.0",
"Good Girls, The","Amy Rigby","Pandora - USA","17583 ","Pandora","DIGI","04/20 - 04/20","0.0","4","0.0","50.0","0.0",
"Good Girls, The","Amy Rigby","Pandora - USA","18039 ","Amy Rigby","DIGI","05/20 - 05/20","0.0","9","0.0","50.0","0.0",
"Good Girls, The","Amy Rigby","Spotify USA, Inc. - USA","17424 ","Amy Rigby","DIGI","04/19 - 04/19","0.0","20","0.01","50.0","0.0",
"Good Girls, The","Amy Rigby","Spotify USA, Inc. - USA","17426 ","Amy Rigby","DIGI","05/19 - 05/19","0.0","29","0.01","50.0","0.0",
"Good Girls, The","Amy Rigby","Spotify USA, Inc. - USA","17428 ","Amy Rigby","DIGI","06/19 - 06/19","0.0","24","0.01","50.0","0.01",
"Good Girls, The","Amy Rigby","Spotify USA, Inc. - USA","17431 ","Amy Rigby","DIGI","07/19 - 07/19","0.0","40","0.02","50.0","0.01",
"Good Girls, The","Amy Rigby","Spotify USA, Inc. - USA","17434 ","Amy Rigby","DIGI","08/19 - 08/19","0.0","27","0.01","50.0","0.01",
"Good Girls, The","Amy Rigby","Spotify USA, Inc. - USA","17440 ","Amy Rigby","DIGI","10/19 - 10/19","0.0","31","0.01","50.0","0.0",
"Good Girls, The","Amy Rigby","Spotify USA, Inc. - USA","17443 ","Amy Rigby","DIGI","11/19 - 11/19","0.0","21","0.01","50.0","0.0",
"Good Girls, The","Amy Rigby","Spotify USA, Inc. - USA","17929 ","Amy Rigby","MECH","01/20 - 01/20","0.0","96","0.04","50.0","0.02",
"Good Girls, The","Amy Rigby","Spotify USA, Inc. - USA","17930 ","Amy Rigby","MECH","02/20 - 02/20","0.0","113","0.05","50.0","0.03",
"Good Girls, The","Amy Rigby","Spotify USA, Inc. - USA","17931 ","Amy Rigby","MECH","03/20 - 03/20","0.0","24","0.01","50.0","0.0",
"Good Girls, The","Amy Rigby","Tidal - USA","17524 ","Tidal - Premium","DIGI","03/20 - 03/20","0.0","4","0.0","50.0","0.0",
"Good Girls, The","Amy Rigby","Tidal - USA","17584 ","Tidal - Premium","DIGI","05/20 - 05/20","0.0","3","0.0","50.0","0.0",
"Happy For You","Bill Demain, Amy Rigby","AMI Entertainment, Inc. - USA","17362 ","Grant Lee","DIGI","01/19 - 03/19","0.0","1","0.0","50.0","0.0",
"Happy For You","Bill Demain, Amy Rigby","AMI Entertainment, Inc. - USA","17363 ","Grant Lee","DIGI","04/19 - 06/19","0.0","2","0.01","50.0","0.0",
"Happy For You","Bill Demain, Amy Rigby","AMI Entertainment, Inc. - USA","17365 ","Grant Lee","DIGI","10/19 - 12/19","0.0","4","0.09","50.0","0.05",
"Happy For You","Bill Demain, Amy Rigby","Apple, Inc. - USA","17309 ","Grant Harrison","DIGI","10/19 - 12/19","0.0","16","0.0","50.0","0.0",
"Happy For You","Bill Demain, Amy Rigby","Apple, Inc. - USA","17309 ","Grant Lee","DIGI","10/19 - 12/19","0.0","141","0.03","50.0","0.02",
"Happy For You","Bill Demain, Amy Rigby","Apple, Inc. - USA","17309 ","Swan Dive","DIGI","10/19 - 12/19","0.0","10","0.0","50.0","0.0",
"Happy For You","Bill Demain, Amy Rigby","Apple, Inc. - USA","17934 ","Ami Sioux","MECH","01/20 - 03/20","0.0","2","0.0","50.0","0.0",
"Happy For You","Bill Demain, Amy Rigby","Apple, Inc. - USA","17934 ","Grant Harrison","MECH","01/20 - 03/20","0.0","24","0.0","50.0","0.0",
"Happy For You","Bill Demain, Amy Rigby","Apple, Inc. - USA","17934 ","Grant Lee","MECH","01/20 - 03/20","0.0","178","0.04","50.0","0.02",
"Happy For You","Bill Demain, Amy Rigby","Apple, Inc. - USA","17934 ","Swan Dive","MECH","01/20 - 03/20","0.0","14","0.0","50.0","0.0",
"Happy For You","Bill Demain, Amy Rigby","CMRRA - Canada","17264 ","Emusic","DIGI","07/17 - 09/17","0.0","0","0.0","50.0","0.0",
"Happy For You","Bill Demain, Amy Rigby","Google, Inc. - USA","17217 ","Grant Lee","DIGI","04/19 - 06/19","0.0","711","0.43","50.0","0.21",
"Happy For You","Bill Demain, Amy Rigby","Google, Inc. - USA","17221 ","Grant Lee","DIGI","10/19 - 12/19","0.0","497","0.3","50.0","0.15",
"Happy For You","Bill Demain, Amy Rigby","Google, Inc. - USA","17221 ","Mack Harrison","DIGI","10/19 - 12/19","0.0","15","0.01","50.0","0.0",
"Happy For You","Bill Demain, Amy Rigby","Google, Inc. - YouTube - USA","17464 ","","DIGI","10/19 - 12/19","0.0","1","0.0","50.0","0.0",
"Happy For You","Bill Demain, Amy Rigby","Qobuz - USA","17411 ","Grant Lee","DIGI","10/19 - 10/19","0.0","1","0.0","50.0","0.0",
"Happy For You","Bill Demain, Amy Rigby","Spotify USA, Inc. - USA","17424 ","Grant Lee","DIGI","04/19 - 04/19","0.0","2,352","0.48","50.0","0.24",
"Happy For You","Bill Demain, Amy Rigby","Spotify USA, Inc. - USA","17426 ","Grant Lee","DIGI","05/19 - 05/19","0.0","2,732","0.69","50.0","0.34",
"Happy For You","Bill Demain, Amy Rigby","Spotify USA, Inc. - USA","17428 ","Grant Lee","DIGI","06/19 - 06/19","0.0","2,810","0.72","50.0","0.36",
"Happy For You","Bill Demain, Amy Rigby","Spotify USA, Inc. - USA","17431 ","Grant Lee","DIGI","07/19 - 07/19","0.0","2,782","0.69","50.0","0.35",
"Happy For You","Bill Demain, Amy Rigby","Spotify USA, Inc. - USA","17434 ","Grant Lee","DIGI","08/19 - 08/19","0.0","2,617","0.64","50.0","0.32",
"Happy For You","Bill Demain, Amy Rigby","Spotify USA, Inc. - USA","17437 ","Grant Lee","DIGI","09/19 - 09/19","0.0","2,684","0.66","50.0","0.33",
"Happy For You","Bill Demain, Amy Rigby","Spotify USA, Inc. - USA","17440 ","Grant Lee","DIGI","10/19 - 10/19","0.0","2,804","0.61","50.0","0.3",
"Happy For You","Bill Demain, Amy Rigby","Spotify USA, Inc. - USA","17443 ","Grant Lee","DIGI","11/19 - 11/19","0.0","2,915","0.65","50.0","0.32",
"Happy For You","Bill Demain, Amy Rigby","Spotify USA, Inc. - USA","17443 ","Ztk Mack","DIGI","11/19 - 11/19","0.0","420","0.09","50.0","0.04",
"Happy For You","Bill Demain, Amy Rigby","Spotify USA, Inc. - USA","17446 ","Grant Lee","DIGI","12/19 - 12/19","0.0","2,825","0.57","50.0","0.28",
"Happy For You","Bill Demain, Amy Rigby","Spotify USA, Inc. - USA","17446 ","Ztk Mack","DIGI","12/19 - 12/19","0.0","451","0.08","50.0","0.04",
"Happy For You","Bill Demain, Amy Rigby","Spotify USA, Inc. - USA","17929 ","Grant Lee","MECH","01/20 - 01/20","0.0","2,948","0.66","50.0","0.33",
"Happy For You","Bill Demain, Amy Rigby","Spotify USA, Inc. - USA","17929 ","Ztk Mack","MECH","01/20 - 01/20","0.0","574","0.12","50.0","0.06",
"Happy For You","Bill Demain, Amy Rigby","Spotify USA, Inc. - USA","17930 ","Grant Lee","MECH","02/20 - 02/20","0.0","2,920","0.64","50.0","0.32",
"Happy For You","Bill Demain, Amy Rigby","Spotify USA, Inc. - USA","17930 ","Ztk Mack","MECH","02/20 - 02/20","0.0","558","0.11","50.0","0.06",
"Happy For You","Bill Demain, Amy Rigby","Spotify USA, Inc. - USA","17931 ","Grant Lee","MECH","03/20 - 03/20","0.0","3,122","0.73","50.0","0.37",
"Happy For You","Bill Demain, Amy Rigby","Spotify USA, Inc. - USA","17931 ","Ztk Mack","MECH","03/20 - 03/20","0.0","620","0.11","50.0","0.06",
"Happy For You","Bill Demain, Amy Rigby","XUS International Publishing - USA","18121 ","Amy Rigby","DIGI","07/19 - 12/19","0.0","13,332","1.38","50.0","0.69",
"Happy For You","Bill Demain, Amy Rigby","XUS International Publishing - USA","18121 ","Facebook","SYNC","07/19 - 12/19","0.0","0","0.03","50.0","0.02",
"Happy For You","Bill Demain, Amy Rigby","XUS International Publishing - USA","18121 ","Grant Lee","DIGI","07/19 - 12/19","0.0","3,816","0.01","50.0","0.01",
"Happy For You","Bill Demain, Amy Rigby","XUS International Publishing - USA","18121 ","YouTube","SYNC","07/19 - 12/19","0.0","0","2.58","50.0","1.29",
"Housecleaning","Amy Rigby","Amazon Music Unlimited - USA","17116 ","Amazon Music","DIGI","12/19 - 12/19","0.0","2","0.0","50.0","0.0",
"Housecleaning","Amy Rigby","Amazon Music Unlimited - USA","17129 ","Amazon Music","DIGI","01/20 - 01/20","0.0","4","0.01","50.0","0.0",
"Housecleaning","Amy Rigby","Amazon Music Unlimited - USA","17532 ","Amazon Music","DIGI","02/20 - 02/20","0.0","14","0.02","50.0","0.01",
"Housecleaning","Amy Rigby","Amazon Music Unlimited - USA","17581 ","Amazon Music","DIGI","03/20 - 03/20","0.0","3","0.0","50.0","0.0",
"Housecleaning","Amy Rigby","Amazon Music Unlimited - USA","17582 ","Amazon Music","DIGI","04/20 - 04/20","0.0","2","0.0","50.0","0.0",
"Housecleaning","Amy Rigby","Amazon Music Unlimited - USA","18035 ","","DIGI","05/20 - 05/20","0.0","1","0.0","50.0","0.0",
"Housecleaning","Amy Rigby","Pandora - USA","17133 ","Pandora","DIGI","01/20 - 01/20","0.0","2","0.0","50.0","0.0",
"Housecleaning","Amy Rigby","Pandora - USA","17523 ","Pandora Plus","DIGI","02/20 - 02/20","0.0","1","0.0","50.0","0.0",
"Housecleaning","Amy Rigby","Pandora - USA","17536 ","Pandora","DIGI","03/20 - 03/20","0.0","1","0.0","50.0","0.0",
"Housecleaning","Amy Rigby","Pandora - USA","17583 ","Pandora","DIGI","04/20 - 04/20","0.0","1","0.0","50.0","0.0",
"Housecleaning","Amy Rigby","Pandora - USA","17583 ","Pandora","DIGI","04/20 - 04/20","0.0","1","0.0","50.0","0.0",
"Housecleaning","Amy Rigby","Pandora - USA","18039 ","","DIGI","05/20 - 05/20","0.0","2","0.0","50.0","0.0",
"Housecleaning","Amy Rigby","Spotify USA, Inc. - USA","17440 ","Amy Rigby","DIGI","10/19 - 10/19","0.0","23","0.01","50.0","0.0",
"Housecleaning","Amy Rigby","Spotify USA, Inc. - USA","17929 ","Amy Rigby","MECH","01/20 - 01/20","0.0","49","0.02","50.0","0.01",
"Housecleaning","Amy Rigby","Spotify USA, Inc. - USA","17930 ","Amy Rigby","MECH","02/20 - 02/20","0.0","55","0.03","50.0","0.01",
"If You Won't Hang Around","Amy Rigby","Amazon Music Unlimited - USA","17116 ","Amazon Music","DIGI","12/19 - 12/19","0.0","6","0.01","50.0","0.0",
"If You Won't Hang Around","Amy Rigby","Amazon Music Unlimited - USA","17129 ","Amazon Music","DIGI","01/20 - 01/20","0.0","20","0.03","50.0","0.02",
"If You Won't Hang Around","Amy Rigby","Amazon Music Unlimited - USA","17532 ","Amazon Music","DIGI","02/20 - 02/20","0.0","21","0.03","50.0","0.02",
"If You Won't Hang Around","Amy Rigby","Amazon Music Unlimited - USA","17581 ","Amazon Music","DIGI","03/20 - 03/20","0.0","7","0.01","50.0","0.01",
"If You Won't Hang Around","Amy Rigby","Amazon Music Unlimited - USA","17582 ","Amazon Music","DIGI","04/20 - 04/20","0.0","6","0.01","50.0","0.0",
"If You Won't Hang Around","Amy Rigby","Amazon Music Unlimited - USA","18035 ","Amy Rigby","DIGI","05/20 - 05/20","0.0","6","0.01","50.0","0.0",
"If You Won't Hang Around","Amy Rigby","Apple, Inc. - USA","17309 ","Amy Rigby","DIGI","10/19 - 12/19","0.0","74","0.04","50.0","0.02",
"If You Won't Hang Around","Amy Rigby","Apple, Inc. - USA","17934 ","Amy Rigby","MECH","01/20 - 03/20","0.0","185","0.08","50.0","0.04",
"If You Won't Hang Around","Amy Rigby","CMRRA - Canada","17264 ","Apple","DIGI","07/17 - 09/17","0.0","0","0.1","50.0","0.05",
"If You Won't Hang Around","Amy Rigby","CMRRA - Canada","17264 ","Emusic","DIGI","07/17 - 09/17","0.0","0","0.07","50.0","0.03",
"If You Won't Hang Around","Amy Rigby","Google, Inc. - YouTube - USA","17464 ","","DIGI","10/19 - 12/19","0.0","5","0.01","50.0","0.0",
"If You Won't Hang Around","Amy Rigby","Music Reports, Inc. - USA","17006 ","Pandora Plus","DIGI","12/19 - 12/19","0.0","3","0.0","50.0","0.0",
"If You Won't Hang Around","Amy Rigby","Music Reports, Inc. - USA","17006 ","Pandora","DIGI","12/19 - 12/19","0.0","2","0.0","50.0","0.0",
"If You Won't Hang Around","Amy Rigby","Music Reports, Inc. - USA","17014 ","Amazon Music","DIGI","11/19 - 11/19","0.0","4","0.01","50.0","0.0",
"If You Won't Hang Around","Amy Rigby","Music Reports, Inc. - USA","17016 ","Tidal - Premium","DIGI","01/19 - 01/19","0.0","1","0.0","50.0","0.0",
"If You Won't Hang Around","Amy Rigby","Pandora - USA","17133 ","Pandora Plus","DIGI","01/20 - 01/20","0.0","2","0.0","50.0","0.0",
"If You Won't Hang Around","Amy Rigby","Pandora - USA","17133 ","Pandora","DIGI","01/20 - 01/20","0.0","4","0.0","50.0","0.0",
"If You Won't Hang Around","Amy Rigby","Pandora - USA","17523 ","Pandora Plus","DIGI","02/20 - 02/20","0.0","4","0.0","50.0","0.0",
"If You Won't Hang Around","Amy Rigby","Pandora - USA","17523 ","Pandora","DIGI","02/20 - 02/20","0.0","4","0.0","50.0","0.0",
"If You Won't Hang Around","Amy Rigby","Pandora - USA","17523 ","Pandora","DIGI","02/20 - 02/20","0.0","1","0.0","50.0","0.0",
"If You Won't Hang Around","Amy Rigby","Pandora - USA","17536 ","Pandora Plus","DIGI","03/20 - 03/20","0.0","2","0.0","50.0","0.0",
"If You Won't Hang Around","Amy Rigby","Pandora - USA","17536 ","Pandora","DIGI","03/20 - 03/20","0.0","2","0.0","50.0","0.0",
"If You Won't Hang Around","Amy Rigby","Pandora - USA","17583 ","Pandora Plus","DIGI","04/20 - 04/20","0.0","2","0.0","50.0","0.0",
"If You Won't Hang Around","Amy Rigby","Pandora - USA","17583 ","Pandora","DIGI","04/20 - 04/20","0.0","2","0.0","50.0","0.0",
"If You Won't Hang Around","Amy Rigby","Pandora - USA","18039 ","Amy Rigby","DIGI","05/20 - 05/20","0.0","5","0.0","50.0","0.0",
"If You Won't Hang Around","Amy Rigby","Spotify USA, Inc. - USA","17440 ","Amy Rigby","DIGI","10/19 - 10/19","0.0","25","0.01","50.0","0.0",
"If You Won't Hang Around","Amy Rigby","Spotify USA, Inc. - USA","17929 ","Amy Rigby","MECH","01/20 - 01/20","0.0","19","0.01","50.0","0.0",
"If You Won't Hang Around","Amy Rigby","Spotify USA, Inc. - USA","17930 ","Amy Rigby","MECH","02/20 - 02/20","0.0","31","0.01","50.0","0.0",
"If You Won't Hang Around","Amy Rigby","Tidal - USA","17524 ","Tidal - Premium","DIGI","03/20 - 03/20","0.0","3","0.0","50.0","0.0",
"Invisible","Amy Rigby","Amazon Music Unlimited - USA","17116 ","Amazon Music","DIGI","12/19 - 12/19","0.0","11","0.01","50.0","0.01",
"Invisible","Amy Rigby","Amazon Music Unlimited - USA","17129 ","Amazon Music","DIGI","01/20 - 01/20","0.0","18","0.03","50.0","0.01",
"Invisible","Amy Rigby","Amazon Music Unlimited - USA","17532 ","Amazon Music","DIGI","02/20 - 02/20","0.0","21","0.03","50.0","0.02",
"Invisible","Amy Rigby","Amazon Music Unlimited - USA","17581 ","Amazon Music","DIGI","03/20 - 03/20","0.0","8","0.01","50.0","0.01",
"Invisible","Amy Rigby","Amazon Music Unlimited - USA","17582 ","Amazon Music","DIGI","04/20 - 04/20","0.0","4","0.01","50.0","0.0",
"Invisible","Amy Rigby","Amazon Music Unlimited - USA","18035 ","Amy Rigby","DIGI","05/20 - 05/20","0.0","9","0.01","50.0","0.01",
"Invisible","Amy Rigby","Apple, Inc. - USA","17309 ","Amy Rigby","DIGI","10/19 - 12/19","0.0","70","0.03","50.0","0.01",
"Invisible","Amy Rigby","Apple, Inc. - USA","17934 ","Amy Rigby","MECH","01/20 - 03/20","0.0","242","0.11","50.0","0.05",
"Invisible","Amy Rigby","CMRRA - Canada","17264 ","Apple","DIGI","07/17 - 09/17","0.0","0","0.11","50.0","0.05",
"Invisible","Amy Rigby","CMRRA - Canada","17264 ","Emusic","DIGI","07/17 - 09/17","0.0","0","0.07","50.0","0.03",
"Invisible","Amy Rigby","Google, Inc. - USA","17221 ","Amy Rigby","DIGI","10/19 - 12/19","0.0","9","0.01","50.0","0.0",
"Invisible","Amy Rigby","Google, Inc. - YouTube - USA","17464 ","","DIGI","10/19 - 12/19","0.0","37","0.02","50.0","0.01",
"Invisible","Amy Rigby","IHEART Communications - USA","17131 ","iheart Plus","DIGI","01/20 - 01/20","0.0","2","0.0","50.0","0.0",
"Invisible","Amy Rigby","IHEART Communications - USA","17131 ","iheart Premium","DIGI","01/20 - 01/20","0.0","1","0.0","50.0","0.0",
"Invisible","Amy Rigby","Music Reports, Inc. - USA","17006 ","Pandora Plus","DIGI","12/19 - 12/19","0.0","1","0.0","50.0","0.0",
"Invisible","Amy Rigby","Music Reports, Inc. - USA","17014 ","Amazon Music","DIGI","11/19 - 11/19","0.0","9","0.01","50.0","0.01",
"Invisible","Amy Rigby","Pandora - USA","17133 ","Pandora Plus","DIGI","01/20 - 01/20","0.0","1","0.0","50.0","0.0",
"Invisible","Amy Rigby","Pandora - USA","17133 ","Pandora","DIGI","01/20 - 01/20","0.0","7","0.0","50.0","0.0",
"Invisible","Amy Rigby","Pandora - USA","17133 ","Pandora","DIGI","01/20 - 01/20","0.0","2","0.0","50.0","0.0",
"Invisible","Amy Rigby","Pandora - USA","17523 ","Pandora","DIGI","02/20 - 02/20","0.0","4","0.0","50.0","0.0",
"Invisible","Amy Rigby","Pandora - USA","17536 ","Pandora Plus","DIGI","03/20 - 03/20","0.0","1","0.0","50.0","0.0",
"Invisible","Amy Rigby","Pandora - USA","17536 ","Pandora","DIGI","03/20 - 03/20","0.0","1","0.0","50.0","0.0",
"Invisible","Amy Rigby","Pandora - USA","17583 ","Pandora Plus","DIGI","04/20 - 04/20","0.0","1","0.0","50.0","0.0",
"Invisible","Amy Rigby","Pandora - USA","17583 ","Pandora","DIGI","04/20 - 04/20","0.0","1","0.0","50.0","0.0",
"Invisible","Amy Rigby","Pandora - USA","18039 ","Amy Rigby","DIGI","05/20 - 05/20","0.0","4","0.0","50.0","0.0",
"Invisible","Amy Rigby","Spotify USA, Inc. - USA","17426 ","Amy Rigby","DIGI","05/19 - 05/19","0.0","20","0.01","50.0","0.0",
"Invisible","Amy Rigby","Spotify USA, Inc. - USA","17431 ","Amy Rigby","DIGI","07/19 - 07/19","0.0","23","0.01","50.0","0.01",
"Invisible","Amy Rigby","Spotify USA, Inc. - USA","17434 ","Amy Rigby","DIGI","08/19 - 08/19","0.0","26","0.01","50.0","0.01",
"Invisible","Amy Rigby","Spotify USA, Inc. - USA","17440 ","Amy Rigby","DIGI","10/19 - 10/19","0.0","48","0.02","50.0","0.01",
"Invisible","Amy Rigby","Spotify USA, Inc. - USA","17929 ","Amy Rigby","MECH","01/20 - 01/20","0.0","56","0.03","50.0","0.01",
"Invisible","Amy Rigby","Spotify USA, Inc. - USA","17930 ","Amy Rigby","MECH","02/20 - 02/20","0.0","80","0.04","50.0","0.02",
"Invisible","Amy Rigby","Spotify USA, Inc. - USA","17931 ","Amy Rigby","MECH","03/20 - 03/20","0.0","44","0.02","50.0","0.01",
"Invisible","Amy Rigby","Tidal - USA","17524 ","Tidal - Premium","DIGI","03/20 - 03/20","0.0","3","0.0","50.0","0.0",
"Invisible","Amy Rigby","Tidal - USA","17584 ","Tidal - Premium","DIGI","05/20 - 05/20","0.0","1","0.0","50.0","0.0",
"It's Not Safe","Bill Demain, Amy Rigby","AMI Entertainment, Inc. - USA","17365 ","Aimee Mann","DIGI","10/19 - 12/19","0.0","2","0.0","50.0","0.0",
"It's Not Safe","Bill Demain, Amy Rigby","Amazon Music Free Tier - USA","17128 ","Ad-supported","DIGI","12/19 - 12/19","0.0","3","0.0","50.0","0.0",
"It's Not Safe","Bill Demain, Amy Rigby","Amazon Music Free Tier - USA","17530 ","Ad-supported","DIGI","02/20 - 02/20","0.0","1","0.0","50.0","0.0",
"It's Not Safe","Bill Demain, Amy Rigby","Amazon Music Unlimited - USA","17116 ","Amazon Music","DIGI","12/19 - 12/19","0.0","7","0.01","50.0","0.0",
"It's Not Safe","Bill Demain, Amy Rigby","Amazon Music Unlimited - USA","17129 ","Amazon Music","DIGI","01/20 - 01/20","0.0","49","0.08","50.0","0.04",
"It's Not Safe","Bill Demain, Amy Rigby","Amazon Music Unlimited - USA","17532 ","Amazon Music","DIGI","02/20 - 02/20","0.0","48","0.08","50.0","0.04",
"It's Not Safe","Bill Demain, Amy Rigby","Amazon Music Unlimited - USA","17581 ","Amazon Music","DIGI","03/20 - 03/20","0.0","28","0.04","50.0","0.02",
