Record Number,CAE Number,Rights Type,Distribution (posted),Usage Narrative,Usage Summary,Un-Notified Flag,Work Title,Amount (performance revenue),Share,Perf Start Date,Perf End Date,Prod Header,Broadcast Region,Production ID,Number of Perfs,Duration,IP1,IP2,IP3,IP4,Tunecode,ISWC,WID,Catalogue Number,Invoice Number,Currency,Works Share Transfer From,Works Share Transfer To,Old Share,New Share,Adjustment Reason
604,00177149937,M,2018071,Alliance iTunes United Kingdom Permanent Download Service Album,Online, ,Falling,.0115,50,03/12/2017,30/12/2017, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,2144902V,T0102481593,2144902V, ,455490,GBP, , , , , 
605,00177149937,M,2018071,Alliance iTunes United Kingdom Permanent Download Service Album,Online, ,Falling,.0117,50,05/11/2017,02/12/2017, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,2144902V,T0102481593,2144902V, ,455493,GBP, , , , , 
606,00177149937,M,2018071,Alliance iTunes United Kingdom Permanent Download Service Album,Online, ,Falling,.1994,50,01/10/2017,04/11/2017, , ,,00000017, ,Dina Carroll,Nigel Philip Lowis, , ,2144902V,T0102481593,2144902V, ,455496,GBP, , , , , 
607,00177149937,M,2018071,Alliance iTunes United Kingdom Permanent Download Service Album,Online, ,Falling,.1968,50,03/12/2017,30/12/2017, , ,,00000017, ,Dina Carroll,Nigel Philip Lowis, , ,2144902V,T0102481593,2144902V, ,455490,GBP, , , , , 
608,00177149937,M,2018071,Alliance iTunes United Kingdom Permanent Download Service Album,Online, ,Falling,.0117,50,01/10/2017,04/11/2017, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,2144902V,T0102481593,2144902V, ,455496,GBP, , , , , 
609,00177149937,M,2018071,Alliance iTunes United Kingdom Permanent Download Service Album,Online, ,Falling,.1644,50,05/11/2017,02/12/2017, , ,,00000014, ,Dina Carroll,Nigel Philip Lowis, , ,2144902V,T0102481593,2144902V, ,455493,GBP, , , , , 
610,00177149937,M,2018071,Alliance iTunes United Kingdom Permanent Download Service Single,Online, ,Falling,.0445,50,01/10/2017,04/11/2017, , ,,00000002, ,Dina Carroll,Nigel Philip Lowis, , ,2144902V,T0102481593,2144902V, ,456326,GBP, , , , , 
611,00177149937,M,2018071,Alliance iTunes United Kingdom Permanent Download Service Single,Online, ,Falling,.022,50,03/12/2017,30/12/2017, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,2144902V,T0102481593,2144902V, ,455491,GBP, , , , , 
612,00177149937,M,2018071,Alliance iTunes United Kingdom Permanent Download Service Single,Online, ,Falling,.0669,50,05/11/2017,02/12/2017, , ,,00000003, ,Dina Carroll,Nigel Philip Lowis, , ,2144902V,T0102481593,2144902V, ,455494,GBP, , , , , 
613,00177149937,M,2018071,Alliance Amazon United Kingdom Permanent Download Service Album,Online, ,Give Me The Right,.0102,50,01/06/2017,30/06/2017, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,7547245R,T0103530342,7547245R, ,435128,GBP, , , , , 
614,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Give Me The Right,.0012,50,01/07/2017,31/07/2017, , ,,00000002, ,Dina Carroll,Nigel Philip Lowis, , ,7547245R,T0103530342,7547245R, ,452720,EUR, , , , , 
615,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Give Me The Right,.0143,50,01/10/2017,31/10/2017, , ,,00000026, ,Dina Carroll,Nigel Philip Lowis, , ,7547245R,T0103530342,7547245R, ,455553,EUR, , , , , 
616,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Give Me The Right,.0016,50,01/12/2017,31/12/2017, , ,,00000003, ,Dina Carroll,Nigel Philip Lowis, , ,7547245R,T0103530342,7547245R, ,455555,EUR, , , , , 
617,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Give Me The Right,.0028,50,01/11/2017,30/11/2017, , ,,00000005, ,Dina Carroll,Nigel Philip Lowis, , ,7547245R,T0103530342,7547245R, ,455554,EUR, , , , , 
618,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Give Me The Right,.0061,50,01/07/2017,31/07/2017, , ,,00000011, ,Dina Carroll,Nigel Philip Lowis, , ,7547245R,T0103530342,7547245R, ,452720,EUR, , , , , 
619,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Give Me The Right,.0103,50,01/12/2017,31/12/2017, , ,,00000018, ,Dina Carroll,Nigel Philip Lowis, , ,7547245R,T0103530342,7547245R, ,455555,EUR, , , , , 
620,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Give Me The Right,.005,50,01/09/2017,30/09/2017, , ,,00000009, ,Dina Carroll,Nigel Philip Lowis, , ,7547245R,T0103530342,7547245R, ,452722,EUR, , , , , 
621,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Give Me The Right,.0005,50,01/08/2017,31/08/2017, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,7547245R,T0103530342,7547245R, ,452721,EUR, , , , , 
622,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Give Me The Right,.0005,50,01/09/2017,30/09/2017, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,7547245R,T0103530342,7547245R, ,452722,EUR, , , , , 
623,00177149937,M,2018071,Alliance Google United Kingdom Permanent Download Service Album,Online, ,Give Me The Right,.0198,50,01/07/2017,30/09/2017, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,7547245R,T0103530342,7547245R, ,446082,EUR, , , , , 
624,00177149937,M,2018071,Alliance Google United Kingdom Permanent Download Service Album,Online, ,Give Me The Right,.0203,50,01/10/2017,31/12/2017, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,7547245R,T0103530342,7547245R, ,455551,EUR, , , , , 
625,00177149937,M,2018071,Alliance Napster United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Give Me The Right,.0004,50,01/10/2016,31/12/2016, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,7547245R,T0103530342,7547245R, ,446564,EUR, , , , , 
626,00177149937,M,2018071,Alliance Napster United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Give Me The Right,.0013,50,01/10/2016,31/12/2016, , ,,00000002, ,Dina Carroll,Nigel Philip Lowis, , ,7547245R,T0103530342,7547245R, ,446564,EUR, , , , , 
627,00177149937,M,2018071,Alliance Spotify United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Give Me The Right,.0151,50,01/11/2017,30/11/2017, , ,,00000044, ,Dina Carroll,Nigel Philip Lowis, , ,7547245R,T0103530342,7547245R, ,455559,EUR, , , , , 
628,00177149937,M,2018071,Alliance Spotify United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Give Me The Right,.0101,50,01/10/2017,31/10/2017, , ,,00000030, ,Dina Carroll,Nigel Philip Lowis, , ,7547245R,T0103530342,7547245R, ,446079,EUR, , , , , 
629,00177149937,M,2018071,Alliance Spotify United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Give Me The Right,.0291,50,01/11/2017,30/11/2017, , ,,00000084, ,Dina Carroll,Nigel Philip Lowis, , ,7547245R,T0103530342,7547245R, ,455559,EUR, , , , , 
630,00177149937,M,2018071,Alliance Spotify United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Give Me The Right,.0179,50,01/10/2017,31/10/2017, , ,,00000053, ,Dina Carroll,Nigel Philip Lowis, , ,7547245R,T0103530342,7547245R, ,446079,EUR, , , , , 
631,00177149937,M,2018071,Alliance Spotify United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Give Me The Right,.0088,50,01/11/2017,30/11/2017, , ,,00000039, ,Dina Carroll,Nigel Philip Lowis, , ,7547245R,T0103530342,7547245R, ,455558,EUR, , , , , 
632,00177149937,M,2018071,Alliance iTunes United Kingdom Permanent Download Service Album,Online, ,Give Me The Right,.013,50,05/11/2017,02/12/2017, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,7547245R,T0103530342,7547245R, ,455493,GBP, , , , , 
633,00177149937,M,2018071,Alliance iTunes United Kingdom Permanent Download Service Album,Online, ,Give Me The Right,.013,50,01/10/2017,04/11/2017, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,7547245R,T0103530342,7547245R, ,455496,GBP, , , , , 
634,00177149937,M,2018071,Alliance iTunes United Kingdom Permanent Download Service Album,Online, ,Give Me The Right,.0298,50,03/12/2017,30/12/2017, , ,,00000003, ,Dina Carroll,Nigel Philip Lowis, , ,7547245R,T0103530342,7547245R, ,455490,GBP, , , , , 
635,00177149937,M,2018071,Alliance iTunes United Kingdom Permanent Download Service Album,Online, ,Give Me The Right,.0385,50,03/12/2017,30/12/2017, , ,,00000003, ,Dina Carroll,Nigel Philip Lowis, , ,7547245R,T0103530342,7547245R, ,455490,GBP, , , , , 
636,00177149937,M,2018071,Alliance iTunes United Kingdom Permanent Download Service Album,Online, ,Give Me The Right,.0126,50,01/10/2017,04/11/2017, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,7547245R,T0103530342,7547245R, ,455496,GBP, , , , , 
637,00177149937,M,2018071,Alliance iTunes United Kingdom Permanent Download Service Single,Online, ,Give Me The Right,.022,50,03/12/2017,30/12/2017, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,7547245R,T0103530342,7547245R, ,455491,GBP, , , , , 
638,00177149937,M,2018071,Alliance Amazon United Kingdom Permanent Download Service Album,Online, ,Heaven Sent,.0102,50,01/06/2017,30/06/2017, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,7158545Z,T0103384219,7158545Z, ,435128,GBP, , , , , 
639,00177149937,M,2018071,Alliance Amazon United Kingdom Permanent Download Service Album,Online, ,Heaven Sent,.0118,50,01/04/2017,30/04/2017, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,7158545Z,T0103384219,7158545Z, ,435122,GBP, , , , , 
640,00177149937,M,2018071,Alliance Amazon United Kingdom Permanent Download Service Album,Online, ,Heaven Sent,.0118,50,01/06/2017,30/06/2017, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,7158545Z,T0103384219,7158545Z, ,435128,GBP, , , , , 
641,00177149937,M,2018071,Alliance Google Ireland Limited Download / On Demand Streaming Service Single,Online, ,Heaven Sent,.0007,50,01/08/2017,31/08/2017, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,7158545Z,T0103384219,7158545Z, ,452548,EUR, , , , , 
642,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Heaven Sent,.0017,50,01/12/2017,31/12/2017, , ,,00000003, ,Dina Carroll,Nigel Philip Lowis, , ,7158545Z,T0103384219,7158545Z, ,455555,EUR, , , , , 
643,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Heaven Sent,.0004,50,01/08/2017,31/08/2017, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,7158545Z,T0103384219,7158545Z, ,452721,EUR, , , , , 
644,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Heaven Sent,.026,50,01/09/2017,30/09/2017, , ,,00000046, ,Dina Carroll,Nigel Philip Lowis, , ,7158545Z,T0103384219,7158545Z, ,452722,EUR, , , , , 
645,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Heaven Sent,.0346,50,01/10/2017,31/10/2017, , ,,00000063, ,Dina Carroll,Nigel Philip Lowis, , ,7158545Z,T0103384219,7158545Z, ,455553,EUR, , , , , 
646,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Heaven Sent,.0244,50,01/08/2017,31/08/2017, , ,,00000045, ,Dina Carroll,Nigel Philip Lowis, , ,7158545Z,T0103384219,7158545Z, ,452721,EUR, , , , , 
647,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Heaven Sent,.0186,50,01/07/2017,31/07/2017, , ,,00000034, ,Dina Carroll,Nigel Philip Lowis, , ,7158545Z,T0103384219,7158545Z, ,452720,EUR, , , , , 
648,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Heaven Sent,.0012,50,01/11/2017,30/11/2017, , ,,00000002, ,Dina Carroll,Nigel Philip Lowis, , ,7158545Z,T0103384219,7158545Z, ,455554,EUR, , , , , 
649,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Heaven Sent,.0011,50,01/07/2017,31/07/2017, , ,,00000002, ,Dina Carroll,Nigel Philip Lowis, , ,7158545Z,T0103384219,7158545Z, ,452720,EUR, , , , , 
650,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Heaven Sent,.03,50,01/12/2017,31/12/2017, , ,,00000053, ,Dina Carroll,Nigel Philip Lowis, , ,7158545Z,T0103384219,7158545Z, ,455555,EUR, , , , , 
651,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Heaven Sent,.0248,50,01/11/2017,30/11/2017, , ,,00000045, ,Dina Carroll,Nigel Philip Lowis, , ,7158545Z,T0103384219,7158545Z, ,455554,EUR, , , , , 
652,00177149937,M,2018071,Alliance Google United Kingdom Permanent Download Service Album,Online, ,Heaven Sent,.0198,50,01/07/2017,30/09/2017, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,7158545Z,T0103384219,7158545Z, ,446082,EUR, , , , , 
653,00177149937,M,2018071,Alliance Google United Kingdom Permanent Download Service Album,Online, ,Heaven Sent,.0406,50,01/07/2017,30/09/2017, , ,,00000002, ,Dina Carroll,Nigel Philip Lowis, , ,7158545Z,T0103384219,7158545Z, ,446082,EUR, , , , , 
654,00177149937,M,2018071,Alliance Napster United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Heaven Sent,.0004,50,01/10/2016,31/12/2016, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,7158545Z,T0103384219,7158545Z, ,446564,EUR, , , , , 
655,00177149937,M,2018071,Alliance Napster United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Heaven Sent,.0023,50,01/10/2016,31/12/2016, , ,,00000007, ,Dina Carroll,Nigel Philip Lowis, , ,7158545Z,T0103384219,7158545Z, ,446564,EUR, , , , , 
656,00177149937,M,2018071,Alliance Napster United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Heaven Sent,.001,50,01/10/2016,31/12/2016, , ,,00000003, ,Dina Carroll,Nigel Philip Lowis, , ,7158545Z,T0103384219,7158545Z, ,446564,EUR, , , , , 
657,00177149937,M,2018071,Alliance Napster United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Heaven Sent,.0014,50,01/10/2016,31/12/2016, , ,,00000004, ,Dina Carroll,Nigel Philip Lowis, , ,7158545Z,T0103384219,7158545Z, ,446564,EUR, , , , , 
658,00177149937,M,2018071,Alliance Rhapsody United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Heaven Sent,.0007,50,01/10/2016,31/12/2016, , ,,00000002, ,Dina Carroll,Nigel Philip Lowis, , ,7158545Z,T0103384219,7158545Z, ,446562,EUR, , , , , 
659,00177149937,M,2018071,Alliance Rhapsody United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Heaven Sent,.0016,50,01/10/2016,31/12/2016, , ,,00000004, ,Dina Carroll,Nigel Philip Lowis, , ,7158545Z,T0103384219,7158545Z, ,446562,EUR, , , , , 
660,00177149937,M,2018071,Alliance Spotify United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Heaven Sent,.1095,50,01/11/2017,30/11/2017, , ,,00000316, ,Dina Carroll,Nigel Philip Lowis, , ,7158545Z,T0103384219,7158545Z, ,455559,EUR, , , , , 
661,00177149937,M,2018071,Alliance Spotify United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Heaven Sent,.0128,50,01/10/2017,31/10/2017, , ,,00000058, ,Dina Carroll,Nigel Philip Lowis, , ,7158545Z,T0103384219,7158545Z, ,446078,EUR, , , , , 
662,00177149937,M,2018071,Alliance Spotify United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Heaven Sent,.0446,50,01/10/2017,31/10/2017, , ,,00000204, ,Dina Carroll,Nigel Philip Lowis, , ,7158545Z,T0103384219,7158545Z, ,446078,EUR, , , , , 
663,00177149937,M,2018071,Alliance Spotify United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Heaven Sent,.0093,50,01/11/2017,30/11/2017, , ,,00000041, ,Dina Carroll,Nigel Philip Lowis, , ,7158545Z,T0103384219,7158545Z, ,455558,EUR, , , , , 
664,00177149937,M,2018071,Alliance Spotify United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Heaven Sent,.0289,50,01/11/2017,30/11/2017, , ,,00000128, ,Dina Carroll,Nigel Philip Lowis, , ,7158545Z,T0103384219,7158545Z, ,455558,EUR, , , , , 
665,00177149937,M,2018071,Alliance Spotify United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Heaven Sent,.0308,50,01/10/2017,31/10/2017, , ,,00000091, ,Dina Carroll,Nigel Philip Lowis, , ,7158545Z,T0103384219,7158545Z, ,446079,EUR, , , , , 
666,00177149937,M,2018071,Alliance Spotify United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Heaven Sent,.0291,50,01/11/2017,30/11/2017, , ,,00000084, ,Dina Carroll,Nigel Philip Lowis, , ,7158545Z,T0103384219,7158545Z, ,455559,EUR, , , , , 
667,00177149937,M,2018071,Alliance Spotify United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Heaven Sent,.1332,50,01/10/2017,31/10/2017, , ,,00000395, ,Dina Carroll,Nigel Philip Lowis, , ,7158545Z,T0103384219,7158545Z, ,446079,EUR, , , , , 
668,00177149937,M,2018071,Alliance iTunes United Kingdom Permanent Download Service Album,Online, ,Heaven Sent,.0115,50,03/12/2017,30/12/2017, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,7158545Z,T0103384219,7158545Z, ,455490,GBP, , , , , 
669,00177149937,M,2018071,Alliance iTunes United Kingdom Permanent Download Service Album,Online, ,Heaven Sent,.1645,50,05/11/2017,02/12/2017, , ,,00000014, ,Dina Carroll,Nigel Philip Lowis, , ,7158545Z,T0103384219,7158545Z, ,455493,GBP, , , , , 
670,00177149937,M,2018071,Alliance iTunes United Kingdom Permanent Download Service Album,Online, ,Heaven Sent,.0297,50,03/12/2017,30/12/2017, , ,,00000003, ,Dina Carroll,Nigel Philip Lowis, , ,7158545Z,T0103384219,7158545Z, ,455490,GBP, , , , , 
671,00177149937,M,2018071,Alliance iTunes United Kingdom Permanent Download Service Album,Online, ,Heaven Sent,.0118,50,01/10/2017,04/11/2017, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,7158545Z,T0103384219,7158545Z, ,455496,GBP, , , , , 
672,00177149937,M,2018071,Alliance iTunes United Kingdom Permanent Download Service Album,Online, ,Heaven Sent,.0117,50,05/11/2017,02/12/2017, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,7158545Z,T0103384219,7158545Z, ,455493,GBP, , , , , 
673,00177149937,M,2018071,Alliance iTunes United Kingdom Permanent Download Service Album,Online, ,Heaven Sent,.1994,50,01/10/2017,04/11/2017, , ,,00000017, ,Dina Carroll,Nigel Philip Lowis, , ,7158545Z,T0103384219,7158545Z, ,455496,GBP, , , , , 
674,00177149937,M,2018071,Alliance iTunes United Kingdom Permanent Download Service Album,Online, ,Heaven Sent,.1968,50,03/12/2017,30/12/2017, , ,,00000017, ,Dina Carroll,Nigel Philip Lowis, , ,7158545Z,T0103384219,7158545Z, ,455490,GBP, , , , , 
675,00177149937,M,2018071,Alliance iTunes United Kingdom Permanent Download Service Single,Online, ,Heaven Sent,.0222,50,01/10/2017,04/11/2017, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,7158545Z,T0103384219,7158545Z, ,456326,GBP, , , , , 
676,00177149937,M,2018071,Alliance Amazon United Kingdom Permanent Download Service Album,Online, ,Hold On,.0118,50,01/04/2017,30/04/2017, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,2144899Q,T0102481582,2144899Q, ,435122,GBP, , , , , 
677,00177149937,M,2018071,Alliance Amazon United Kingdom Permanent Download Service Album,Online, ,Hold On,.0118,50,01/06/2017,30/06/2017, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,2144899Q,T0102481582,2144899Q, ,435128,GBP, , , , , 
678,00177149937,M,2018071,Alliance Amazon United Kingdom Permanent Download Service Single,Online, ,Hold On,.0224,50,01/04/2017,30/04/2017, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,2144899Q,T0102481582,2144899Q, ,435123,GBP, , , , , 
679,00177149937,M,2018071,Alliance Google Ireland Limited Download / On Demand Streaming Service Single,Online, ,Hold On,.0004,50,01/09/2017,30/09/2017, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,2144899Q,T0102481582,2144899Q, ,452549,EUR, , , , , 
680,00177149937,M,2018071,Alliance Google Ireland Limited Download / On Demand Streaming Service Single,Online, ,Hold On,.0009,50,01/07/2017,31/07/2017, , ,,00000003, ,Dina Carroll,Nigel Philip Lowis, , ,2144899Q,T0102481582,2144899Q, ,452547,EUR, , , , , 
681,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Hold On,.0188,50,01/12/2017,31/12/2017, , ,,00000033, ,Dina Carroll,Nigel Philip Lowis, , ,2144899Q,T0102481582,2144899Q, ,455555,EUR, , , , , 
682,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Hold On,.0361,50,01/08/2017,31/08/2017, , ,,00000067, ,Dina Carroll,Nigel Philip Lowis, , ,2144899Q,T0102481582,2144899Q, ,452721,EUR, , , , , 
683,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Hold On,.0241,50,01/10/2017,31/10/2017, , ,,00000044, ,Dina Carroll,Nigel Philip Lowis, , ,2144899Q,T0102481582,2144899Q, ,455553,EUR, , , , , 
684,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Hold On,.0202,50,01/07/2017,31/07/2017, , ,,00000037, ,Dina Carroll,Nigel Philip Lowis, , ,2144899Q,T0102481582,2144899Q, ,452720,EUR, , , , , 
685,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Hold On,.026,50,01/09/2017,30/09/2017, , ,,00000046, ,Dina Carroll,Nigel Philip Lowis, , ,2144899Q,T0102481582,2144899Q, ,452722,EUR, , , , , 
686,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Hold On,.0172,50,01/11/2017,30/11/2017, , ,,00000031, ,Dina Carroll,Nigel Philip Lowis, , ,2144899Q,T0102481582,2144899Q, ,455554,EUR, , , , , 
687,00177149937,M,2018071,Alliance Google United Kingdom Permanent Download Service Album,Online, ,Hold On,.0406,50,01/07/2017,30/09/2017, , ,,00000002, ,Dina Carroll,Nigel Philip Lowis, , ,2144899Q,T0102481582,2144899Q, ,446082,EUR, , , , , 
688,00177149937,M,2018071,Alliance Napster United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Hold On,.0068,50,01/10/2016,31/12/2016, , ,,00000010, ,Dina Carroll,Nigel Philip Lowis, , ,2144899Q,T0102481582,2144899Q, ,446564,EUR, , , , , 
689,00177149937,M,2018071,Alliance Rhapsody United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Hold On,.0038,50,01/10/2016,31/12/2016, , ,,00000005, ,Dina Carroll,Nigel Philip Lowis, , ,2144899Q,T0102481582,2144899Q, ,446562,EUR, , , , , 
690,00177149937,M,2018071,Alliance Spotify United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Hold On,.0309,50,01/11/2017,30/11/2017, , ,,00000137, ,Dina Carroll,Nigel Philip Lowis, , ,2144899Q,T0102481582,2144899Q, ,455558,EUR, , , , , 
691,00177149937,M,2018071,Alliance Spotify United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Hold On,.1138,50,01/10/2017,31/10/2017, , ,,00000337, ,Dina Carroll,Nigel Philip Lowis, , ,2144899Q,T0102481582,2144899Q, ,446079,EUR, , , , , 
692,00177149937,M,2018071,Alliance Spotify United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Hold On,.0388,50,01/10/2017,31/10/2017, , ,,00000177, ,Dina Carroll,Nigel Philip Lowis, , ,2144899Q,T0102481582,2144899Q, ,446078,EUR, , , , , 
693,00177149937,M,2018071,Alliance Spotify United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,Hold On,.1088,50,01/11/2017,30/11/2017, , ,,00000314, ,Dina Carroll,Nigel Philip Lowis, , ,2144899Q,T0102481582,2144899Q, ,455559,EUR, , , , , 
694,00177149937,M,2018071,Alliance iTunes United Kingdom Permanent Download Service Album,Online, ,Hold On,.1968,50,03/12/2017,30/12/2017, , ,,00000017, ,Dina Carroll,Nigel Philip Lowis, , ,2144899Q,T0102481582,2144899Q, ,455490,GBP, , , , , 
695,00177149937,M,2018071,Alliance iTunes United Kingdom Permanent Download Service Album,Online, ,Hold On,.0115,50,03/12/2017,30/12/2017, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,2144899Q,T0102481582,2144899Q, ,455490,GBP, , , , , 
696,00177149937,M,2018071,Alliance iTunes United Kingdom Permanent Download Service Album,Online, ,Hold On,.1645,50,05/11/2017,02/12/2017, , ,,00000014, ,Dina Carroll,Nigel Philip Lowis, , ,2144899Q,T0102481582,2144899Q, ,455493,GBP, , , , , 
697,00177149937,M,2018071,Alliance iTunes United Kingdom Permanent Download Service Album,Online, ,Hold On,.1994,50,01/10/2017,04/11/2017, , ,,00000017, ,Dina Carroll,Nigel Philip Lowis, , ,2144899Q,T0102481582,2144899Q, ,455496,GBP, , , , , 
698,00177149937,M,2018071,Alliance iTunes United Kingdom Permanent Download Service Album,Online, ,Hold On,.0117,50,05/11/2017,02/12/2017, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,2144899Q,T0102481582,2144899Q, ,455493,GBP, , , , , 
699,00177149937,M,2018071,Alliance iTunes United Kingdom Permanent Download Service Album,Online, ,Hold On,.0118,50,01/10/2017,04/11/2017, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,2144899Q,T0102481582,2144899Q, ,455496,GBP, , , , , 
700,00177149937,M,2018071,Alliance iTunes United Kingdom Permanent Download Service Single,Online, ,Hold On,.0445,50,05/11/2017,02/12/2017, , ,,00000002, ,Dina Carroll,Nigel Philip Lowis, , ,2144899Q,T0102481582,2144899Q, ,455494,GBP, , , , , 
701,00177149937,M,2018071,Alliance Amazon United Kingdom Permanent Download Service Album,Online, ,I'm Still Crying,.0109,33.34,01/05/2017,31/05/2017, , ,,00000001, ,Graham Plato,Kelly Bryan,Nigel Philip Lowis, ,2390398T,T0116576874,2390398T, ,435124,GBP, , , , , 
702,00177149937,M,2018071,Alliance Google United Kingdom Limited Download / On Demand Streaming Service Single,Online, ,I'm Still Crying,.0034,33.34,01/12/2017,31/12/2017, , ,,00000009, ,Graham Plato,Kelly Bryan,Nigel Philip Lowis, ,2390398T,T0116576874,2390398T, ,455555,EUR, , , , , 
