"Period","Period Description","STATEMENT FREQUENCY - 3/6","CLIENT CODE","Payee Code","SONG TITLE","SONG CODE","SCOMPNAM","SOURCE NAME","SOURCE OF INCOME CODE","INCOME TYPE : 01 - 25","PRODUCT / CATALOG NO","INCOME PERIOD - YYMM FROM &YYMM TO","DISTRIBUTION NO.","PERCENT RECEIVED BY SENDER OF MONEY","OUR SHARE - PERCENT RECEIVED BY US","FRACTION RCVD NUMERATOR","FRACTION RCVD DENOMINATOR","AMOUNT RECEIVED","UNITS SOLD","ROYALTY PAYABLE","PERCENTAGE PAYABLE","AT SOURCE RATE","COMPANY CODE","SUB CODE","ROY STMT NOTE NUMBER","Royalty Note","STAT ID, POS 1-2, YY","STAT ID, POS 3-7, 99999","ROYALTY COUNTRY CODE","SOURCE NAME"  
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","HARRY FOX                               ","HFAC",21  ,"               ",19051909  ,0     ,.000     ,.000     ,0    ,0    ,.06              ,0        ,.05              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3145   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/CARRI",16012009  ,0     ,33.330   ,33.330   ,0    ,0    ,.01              ,48       ,.01              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3623   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/CARRI",16012009  ,0     ,33.330   ,33.330   ,0    ,0    ,.02              ,49       ,.02              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3623   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/CARRI",16012009  ,0     ,33.330   ,33.330   ,0    ,0    ,.04              ,116      ,.03              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3623   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/CARRI",16012009  ,0     ,33.330   ,33.330   ,0    ,0    ,.07              ,149      ,.05              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3623   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/CARRI",16012009  ,0     ,33.330   ,33.330   ,0    ,0    ,.18              ,481      ,.13              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3623   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/CARRI",20042006  ,0     ,33.330   ,33.330   ,0    ,0    ,.01              ,28       ,.01              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",2897   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/CARRI",20042006  ,0     ,33.330   ,33.330   ,0    ,0    ,.01              ,30       ,.01              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",2897   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/CARRI",20042006  ,0     ,33.330   ,33.330   ,0    ,0    ,.03              ,73       ,.02              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",2897   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/CARRI",20042006  ,0     ,33.330   ,33.330   ,0    ,0    ,.04              ,113      ,.03              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",2897   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/CARRI",20042006  ,0     ,33.330   ,33.330   ,0    ,0    ,.06              ,150      ,.05              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",2897   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/CARRI",20042006  ,0     ,33.330   ,33.330   ,0    ,0    ,.19              ,492      ,.14              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",2897   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/FAMIL",16012009  ,0     ,33.330   ,33.330   ,0    ,0    ,.34              ,1691     ,.24              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3623   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/FAMIL",16012009  ,0     ,33.330   ,33.330   ,0    ,0    ,.67              ,3359     ,.48              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3623   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/FAMIL",20042006  ,0     ,33.330   ,33.330   ,0    ,0    ,.34              ,1630     ,.24              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",2897   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/FAMIL",20042006  ,0     ,33.330   ,33.330   ,0    ,0    ,.62              ,2979     ,.44              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",2897   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/INDIV",16012009  ,0     ,33.330   ,33.330   ,0    ,0    ,.02              ,80       ,.02              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3623   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/INDIV",16012009  ,0     ,33.330   ,33.330   ,0    ,0    ,.03              ,101      ,.02              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3623   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/INDIV",16012009  ,0     ,33.330   ,33.330   ,0    ,0    ,.79              ,2082     ,.56              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3623   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/INDIV",16012009  ,0     ,33.330   ,33.330   ,0    ,0    ,1.63             ,4247     ,1.16             ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3623   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/INDIV",20042006  ,0     ,33.330   ,33.330   ,0    ,0    ,.02              ,71       ,.02              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",2897   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/INDIV",20042006  ,0     ,33.330   ,33.330   ,0    ,0    ,.04              ,131      ,.03              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",2897   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/INDIV",20042006  ,0     ,33.330   ,33.330   ,0    ,0    ,.80              ,2029     ,.57              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",2897   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/INDIV",20042006  ,0     ,33.330   ,33.330   ,0    ,0    ,1.69             ,4301     ,1.21             ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",2897   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/ITUNE",16012009  ,0     ,33.330   ,33.330   ,0    ,0    ,.02              ,4759     ,.02              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3623   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/ITUNE",16012009  ,0     ,33.330   ,33.330   ,0    ,0    ,.05              ,10462    ,.04              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3623   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/ITUNE",20042006  ,0     ,33.330   ,33.330   ,0    ,0    ,.02              ,4770     ,.02              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",2897   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/ITUNE",20042006  ,0     ,33.330   ,33.330   ,0    ,0    ,.05              ,9934     ,.04              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",2897   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/LYRIC",16012009  ,0     ,33.330   ,33.330   ,0    ,0    ,.02              ,50       ,.02              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3623   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/LYRIC",16012009  ,0     ,33.330   ,33.330   ,0    ,0    ,.08              ,203      ,.06              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3623   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/LYRIC",20042006  ,0     ,33.330   ,33.330   ,0    ,0    ,.02              ,66       ,.02              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",2897   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/LYRIC",20042006  ,0     ,33.330   ,33.330   ,0    ,0    ,.06              ,153      ,.05              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",2897   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/STUDE",16012009  ,0     ,33.330   ,33.330   ,0    ,0    ,.09              ,647      ,.07              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3623   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/STUDE",16012009  ,0     ,33.330   ,33.330   ,0    ,0    ,.18              ,1260     ,.13              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3623   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/STUDE",20042006  ,0     ,33.330   ,33.330   ,0    ,0    ,.11              ,742      ,.08              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",2897   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/STUDE",20042006  ,0     ,33.330   ,33.330   ,0    ,0    ,.18              ,1163     ,.13              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",2897   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/TRIAL",16012009  ,0     ,33.330   ,33.330   ,0    ,0    ,.04              ,514      ,.03              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3623   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/TRIAL",20042006  ,0     ,33.330   ,33.330   ,0    ,0    ,.03              ,475      ,.02              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",2897   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/3FOR1",16012009  ,0     ,33.330   ,33.330   ,0    ,0    ,.01              ,66       ,.01              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3623   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","HARRY FOX                               ","HFAC",48  ,"APPLE, IN/3FOR1",20042006  ,0     ,33.330   ,33.330   ,0    ,0    ,.01              ,49       ,.01              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",2897   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","HARRY FOX                               ","HFAC",48  ,"LYRICFIND      ",20032003  ,0     ,33.330   ,33.330   ,0    ,0    ,.07              ,348      ,.05              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3425   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","HARRY FOX                               ","HFAC",48  ,"SPOTIFY USA INC",20042006  ,0     ,.000     ,33.330   ,0    ,0    ,.03              ,0        ,.02              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3210   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","HARRY FOX                               ","HFAC",48  ,"SPOTIFY USA INC",20042006  ,0     ,.000     ,33.330   ,0    ,0    ,5.03             ,0        ,3.59             ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3210   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","HARRY FOX                               ","HFAC",48  ,"SPOTIFY USA INC",20072009  ,0     ,33.330   ,33.330   ,0    ,0    ,.02              ,134      ,.02              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3475   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","HARRY FOX                               ","HFAC",48  ,"SPOTIFY USA INC",20072009  ,0     ,33.330   ,33.330   ,0    ,0    ,3.32             ,20036    ,2.36             ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3475   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","HARRY FOX                               ","HFAC",48  ,"SPOTIFY USA INC",20072009  ,0     ,33.330   ,33.330   ,0    ,0    ,1.42             ,8637     ,1.01             ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3475   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","MECHANICAL COPYRIGHT PROTECTION SOCIETY ","MCPS",1   ,"MSB2B - C BURN ",19111911  ,0     ,.000     ,100.000  ,0    ,0    ,.18              ,245      ,.13              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",4009   ,"UKIN","UNITED KINGDOM                          "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","MECHANICAL COPYRIGHT PROTECTION SOCIETY ","MCPS",1   ,"MUSIC ENGINE - ",16081608  ,0     ,.000     ,100.000  ,0    ,0    ,.02              ,97       ,.02              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",4009   ,"UKIN","UNITED KINGDOM                          "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","MECHANICAL COPYRIGHT PROTECTION SOCIETY ","MCPS",1   ,"602537375462   ",20072009  ,0     ,.000     ,100.000  ,0    ,0    ,.78              ,71       ,.56              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",4009   ,"UKIN","UNITED KINGDOM                          "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","MUSIC REPORTS INC.                      ","MU18",48  ,"               ",16101806  ,0     ,.000     ,.666     ,0    ,0    ,.53              ,0        ,.38              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3298   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","MUSIC REPORTS INC.                      ","MU18",48  ,"               ",20012003  ,0     ,.000     ,1.998    ,0    ,0    ,6.92             ,0        ,4.93             ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3513   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","MUSIC REPORTS INC.                      ","MU18",48  ,"               ",20012003  ,0     ,.333     ,.333     ,0    ,0    ,.02              ,0        ,.02              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3513   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","MUSIC REPORTS INC.                      ","MU18",48  ,"AMAZON         ",20012003  ,0     ,.000     ,2.664    ,0    ,0    ,1.77             ,0        ,1.26             ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3241   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","MUSIC REPORTS INC.                      ","MU18",48  ,"AMAZON         ",20012003  ,0     ,.333     ,.333     ,0    ,0    ,.03              ,0        ,.02              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3241   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","MUSIC REPORTS INC.                      ","MU18",48  ,"PANDORA        ",20042006  ,0     ,.000     ,1.998    ,0    ,0    ,5.98             ,0        ,4.26             ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3331   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","MUSIC REPORTS INC.                      ","MU18",48  ,"PANDORA        ",20042006  ,0     ,.333     ,.333     ,0    ,0    ,.02              ,0        ,.02              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3331   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","MUSIC REPORTS INC.                      ","MU18",48  ,"TIDAL          ",16091909  ,0     ,.000     ,.333     ,0    ,0    ,.06              ,0        ,.05              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3247   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","MUSIC REPORTS INC.                      ","MU18",48  ,"TIDAL          ",17011908  ,0     ,.000     ,.333     ,0    ,0    ,.06              ,0        ,.05              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3245   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","MUSIC REPORTS INC.                      ","MU18",48  ,"TIDAL          ",20012003  ,0     ,.000     ,.333     ,0    ,0    ,.05              ,0        ,.04              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3290   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","MUSIC REPORTS INC.                      ","MU18",48  ,"TIDAL - PREMIUM",16091907  ,0     ,.000     ,.333     ,0    ,0    ,.06              ,0        ,.05              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3227   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","MUSIC REPORTS INC.                      ","MU18",48  ,"TIDAL - PREMIUM",16091910  ,0     ,.000     ,.333     ,0    ,0    ,.07              ,0        ,.05              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3008   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","MUSIC REPORTS INC.                      ","MU18",48  ,"TIDAL - PREMIUM",16091911  ,0     ,.000     ,.333     ,0    ,0    ,.05              ,0        ,.04              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3181   ,"USA ","USA                                     "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"DISARM                                            ",978233   ,"LITTLEMORE/SLOAN/STEELE                                                         ","MUSIC REPORTS INC.                      ","MU18",48  ,"TIDAL - PREMIUM",16091912  ,0     ,.000     ,.333     ,0    ,0    ,.05              ,0        ,.04              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3257   ,"USA ","USA                                     "
