Record Number,CAE Number,Rights Type,Distribution (posted),Usage Narrative,Usage Summary,Un-Notified Flag,Work Title,Amount (performance revenue),Share,Perf Start Date,Perf End Date,Prod Header,Broadcast Region,Production ID,Number of Perfs,Duration,IP1,IP2,IP3,IP4,Tunecode,ISWC,WID,Catalogue Number,Invoice Number,Currency,Works Share Transfer From,Works Share Transfer To,Old Share,New Share,Adjustment Reason
4311,00618760530,P,2019121,French (SACEM) General & Broadcasting,Overseas, ,Read All About It (Part Iii),38.31,15,27/05/2019,05/07/2019,RFM NATIONAL, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4312,00618760530,P,2019121,French (SACEM) General & Broadcasting,Overseas, ,Read All About It (Part Iii),10.51,15,27/05/2019,05/07/2019,RTL LETZEBERG, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4313,00618760530,P,2019121,French (SACEM) General & Broadcasting,Overseas, ,Read All About It (Part Iii),4.37,15,27/05/2019,05/07/2019,SCOOP, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4314,00618760530,P,2019121,French (SACEM) General & Broadcasting,Overseas, ,Read All About It (Part Iii),.78,15,27/05/2019,05/07/2019,SUD RADIO, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4315,00618760530,P,2019121,French (SACEM) General & Broadcasting,Overseas, ,Read All About It (Part Iii),.19,15,27/05/2019,05/07/2019,TF1 COMPLEMENT, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4316,00618760530,P,2019121,French (SACEM) General & Broadcasting,Overseas, ,Read All About It (Part Iii),11.09,15,27/05/2019,05/07/2019,TOP MUSIC, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4317,00618760530,P,2019121,French (SACEM) General & Broadcasting,Overseas, ,Read All About It (Part Iii),10.25,15,27/05/2019,05/07/2019,VIBRATION, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4318,00618760530,P,2019121,French (SACEM) General & Broadcasting,Overseas, ,Read All About It (Part Iii),7.04,15,27/05/2019,05/07/2019,VIRGIN RADIO NATIONAL, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4319,00618760530,P,2019121,French (SACEM) General & Broadcasting,Overseas, ,Read All About It (Part Iii),9.53,15,27/05/2019,05/07/2019,VOLTAGE, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4320,00618760530,P,2019121,French (SACEM) General & Broadcasting,Overseas, ,Read All About It (Part Iii),14.02,15,27/05/2019,05/07/2019,WIT FM, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4321,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Read All About It (Part Iii),.06,15,27/05/2019,05/07/2019,APPLE MUSIC, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4322,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Read All About It (Part Iii),.02,15,27/05/2019,05/07/2019,APPLE MUSIC, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4323,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Read All About It (Part Iii),.04,15,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4324,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Read All About It (Part Iii),.02,15,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4325,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Read All About It (Part Iii),.03,15,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4326,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Read All About It (Part Iii),.01,15,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4327,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Read All About It (Part Iii),.15,15,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4328,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Read All About It (Part Iii),.04,15,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4329,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Read All About It (Part Iii),.18,15,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4330,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Read All About It (Part Iii),.01,15,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4331,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Read All About It (Part Iii),.1,15,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4332,00618760530,P,2019121,French (SACEM) Online,Overseas, ,Read All About It (Part Iii),.14,15,27/05/2019,05/07/2019,SPOTIFY, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4333,00618760530,P,2019121,Gem 106 Non Peak Main,Radio, ,Read All About It (Part Iii),.26,15,05/09/2019,05/09/2019, ,gem106,,00000001,199,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4334,00618760530,P,2019121,Gem 106 Non Peak Main,Radio, ,Read All About It (Part Iii),.26,15,23/09/2019,23/09/2019, ,gem106,,00000001,200,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4335,00618760530,P,2019121,German (GEMA) Private Copying,Overseas, ,Read All About It (Part Iii),4825.07,15,01/01/2012,01/12/2012, , ,, ,0,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4336,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.03,15,01/01/2018,31/12/2018,ALPHA TV (ATHINA), ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4337,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.03,15,01/01/2018,31/12/2018,BARS, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4338,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.01,15,01/01/2018,31/12/2018,BARS, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4339,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.01,15,01/01/2018,31/12/2018,BARS, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4340,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.02,15,01/01/2018,31/12/2018,BARS, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4341,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.55,15,01/01/2018,31/12/2018,BARS, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4342,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.35,15,01/01/2018,31/12/2018,BARS, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4343,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.04,15,01/01/2018,31/12/2018,BARS, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4344,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.01,15,01/01/2018,31/12/2018,BARS, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4345,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.01,15,01/01/2018,31/12/2018,BARS, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4346,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.02,15,01/01/2018,31/12/2018,BARS, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4347,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.14,15,01/01/2018,31/12/2018,BARS, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4348,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.03,15,01/01/2018,31/12/2018,BARS, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4349,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.01,15,01/01/2018,31/12/2018,CAFES, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4350,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.17,15,01/01/2018,31/12/2018,CAFES, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4351,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.01,15,01/01/2018,31/12/2018,CAFES, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4352,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.01,15,01/01/2018,31/12/2018,CAFES, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4353,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.02,15,01/01/2018,31/12/2018,CAFES, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4354,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.05,15,01/01/2018,31/12/2018,CAFES, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4355,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.01,15,01/01/2018,31/12/2018,CAFES, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4356,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.01,15,01/01/2018,31/12/2018,CAFES, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4357,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.07,15,01/01/2018,31/12/2018,CAFES, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4358,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.01,15,01/01/2018,31/12/2018,CLUBS (DJ/COMMERCIAL DISCOS), ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4359,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.03,15,01/01/2018,31/12/2018,CLUBS (DJ/COMMERCIAL DISCOS), ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4360,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.03,15,01/01/2018,31/12/2018,CLUBS (DJ/COMMERCIAL DISCOS), ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4361,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.01,15,01/01/2018,31/12/2018,CLUBS (DJ/COMMERCIAL DISCOS), ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4362,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.02,15,01/01/2018,31/12/2018,CLUBS (DJ/COMMERCIAL DISCOS), ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4363,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.14,15,01/01/2018,31/12/2018,COMMERCIAL STORES/SHOPS, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4364,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.15,15,01/01/2018,31/12/2018,COMMERCIAL STORES/SHOPS, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4365,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.03,15,01/01/2018,31/12/2018,COMMERCIAL STORES/SHOPS, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4366,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.06,15,01/01/2018,31/12/2018,COMMERCIAL STORES/SHOPS, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4367,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.01,15,01/01/2018,31/12/2018,COMMERCIAL STORES/SHOPS, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4368,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.01,15,01/01/2018,31/12/2018,COMMERCIAL STORES/SHOPS, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4369,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.03,15,01/01/2018,31/12/2018,COMMERCIAL STORES/SHOPS, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4370,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.01,15,01/01/2018,31/12/2018,COMMERCIAL STORES/SHOPS, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4371,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.03,15,01/01/2018,31/12/2018,COMMERCIAL STORES/SHOPS, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4372,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.05,15,01/01/2018,31/12/2018,COMMERCIAL STORES/SHOPS, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4373,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.03,15,01/01/2018,31/12/2018,COMMERCIAL STORES/SHOPS, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4374,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.18,15,01/01/2018,31/12/2018,COMMERCIAL STORES/SHOPS, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4375,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.08,15,01/01/2018,31/12/2018,COMMERCIAL STORES/SHOPS, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4376,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.03,15,01/01/2018,31/12/2018,EASY 972 (ATHINA), ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4377,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.01,15,01/01/2018,31/12/2018,HOTELS, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4378,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.01,15,01/01/2018,31/12/2018,HOTELS, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4379,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.15,15,01/01/2018,31/12/2018,HOTELS, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4380,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.03,15,01/01/2018,31/12/2018,HOTELS, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4381,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.13,15,01/01/2018,31/12/2018,HOTELS, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4382,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.01,15,01/01/2018,31/12/2018,HOTELS, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4383,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.01,15,01/01/2018,31/12/2018,HOTELS, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4384,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.11,15,01/01/2018,31/12/2018,HOTELS, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4385,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.01,15,01/01/2018,31/12/2018,NOVA TV, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4386,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.01,15,01/01/2018,31/12/2018,OTE TV, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4387,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.01,15,01/01/2018,31/12/2018,OTHER (GYMS  BOWLING HALLS ETC, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4388,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.02,15,01/01/2018,31/12/2018,OTHER (GYMS  BOWLING HALLS ETC, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4389,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.14,15,01/01/2018,31/12/2018,RESTAURANTS & TAVERNAS & Q.S.R, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4390,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.03,15,01/01/2018,31/12/2018,RESTAURANTS & TAVERNAS & Q.S.R, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4391,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.01,15,01/01/2018,31/12/2018,RESTAURANTS & TAVERNAS & Q.S.R, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4392,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.01,15,01/01/2018,31/12/2018,RESTAURANTS & TAVERNAS & Q.S.R, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4393,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.04,15,01/01/2018,31/12/2018,RESTAURANTS & TAVERNAS & Q.S.R, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4394,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.01,15,01/01/2018,31/12/2018,RESTAURANTS & TAVERNAS & Q.S.R, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4395,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.02,15,01/01/2018,31/12/2018,RESTAURANTS & TAVERNAS & Q.S.R, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
4396,00618760530,P,2019121,Greek (AUTODIA) G&B,Overseas, ,Read All About It (Part Iii),.05,15,01/01/2018,31/12/2018,RESTAURANTS & TAVERNAS & Q.S.R, ,, , ,Barnes Thomas Andrew Searle,James Iain,Kelleher Peter Norman Cullen,Kohn Benjamin Alexander,099131BM,T9126799799,099131BM, , , , , , , , 
