WRITERS,SOURCE,TERRITORY,REVENUE_TYPE,USAGE,SONG_ID,SONG_TITLE,NOTES,CONFIG,SELECTION,UNITS,BEG_PER,End_PER,AMOUNT_RECEIVED,SHARE,ROYALTY_AMT
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: TV-CA TV - Cable    Production: URBAN COWBOY (1980) - 8/18/2018","","",0,"07/01/2018","09/30/2018",3.082390,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: TV-CA TV - Cable    Production: URBAN COWBOY (1980) - 7/30/2018","","",0,"07/01/2018","09/30/2018",2.935640,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: TV-CA TV - Cable    Production: URBAN COWBOY (1980) - 7/7/2018","","",0,"07/01/2018","09/30/2018",2.935550,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: TV-CA TV - Cable    Production: URBAN COWBOY (1980) - 7/9/2018","","",0,"07/01/2018","09/30/2018",2.935550,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: TV-CA TV - Cable    Production: URBAN COWBOY (1980) - 7/7/2018","","",0,"07/01/2018","09/30/2018",2.935550,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: TV-CA TV - Cable    Production: URBAN COWBOY (1980) - 7/9/2018","","",0,"07/01/2018","09/30/2018",2.935550,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: GN-IS General - Internet Interactive Self-Representing AMAZON PRIME MUSIC","","",0,"07/01/2018","09/30/2018",2.921040,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: GN-IS General - Internet Interactive Self-Representing AMAZON PRIME MUSIC","","",0,"07/01/2018","09/30/2018",2.921040,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: GN-AV General - Internet A/V YOUTUBE VOD   Production: URBAN COWBOY (1980) - 9/30/2018","","",0,"07/01/2018","09/30/2018",3.120340,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: GN-AV General - Internet A/V YOUTUBE VOD   Production: URBAN COWBOY (1980) - 9/30/2018","","",0,"07/01/2018","09/30/2018",3.120340,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: TV-CA TV - Cable    Production: URBAN COWBOY (1980) - 7/15/2018","","",0,"07/01/2018","09/30/2018",3.082390,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: TV-CA TV - Cable    Production: URBAN COWBOY (1980) - 7/15/2018","","",0,"07/01/2018","09/30/2018",2.850450,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: TV-CA TV - Cable    Production: URBAN COWBOY (1980) - 7/15/2018","","",0,"07/01/2018","09/30/2018",2.850450,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: GN-AV General - Internet A/V HULU ADDL FEES 1Q2013-2Q2018   Production: NEW GUY - 6/30/2018","","",0,"07/01/2018","09/30/2018",2.826740,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: GN-AV General - Internet A/V HULU ADDL FEES 1Q2013-2Q2018   Production: NEW GUY - 6/30/2018","","",0,"07/01/2018","09/30/2018",2.826740,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: TV-CA TV - Cable    Production: URBAN COWBOY (1980) - 7/30/2018","","",0,"07/01/2018","09/30/2018",2.414000,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: GN-AV General - Internet A/V HULU ADDL FEES 1Q2013-2Q2018   Production: URBAN COWBOY (1980) - 10/28/2016","","",0,"07/01/2018","09/30/2018",2.340720,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: GN-AV General - Internet A/V HULU ADDL FEES 1Q2013-2Q2018   Production: URBAN COWBOY (1980) - 10/28/2016","","",0,"07/01/2018","09/30/2018",2.340720,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: GN-AV General - Internet A/V YOUTUBE VOD   Production: URBAN COWBOY (1980) - 9/30/2018","","",0,"07/01/2018","09/30/2018",2.340250,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: GN-AV General - Internet A/V YOUTUBE VOD   Production: URBAN COWBOY (1980) - 9/30/2018","","",0,"07/01/2018","09/30/2018",2.340250,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: TV-CA TV - Cable    Production: URBAN COWBOY (1980) - 7/15/2018","","",0,"07/01/2018","09/30/2018",2.312260,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: TV-CA TV - Cable    Production: URBAN COWBOY (1980) - 8/18/2018","","",0,"07/01/2018","09/30/2018",2.311790,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: TV-CA TV - Cable    Production: URBAN COWBOY (1980) - 8/18/2018","","",0,"07/01/2018","09/30/2018",2.311790,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: GN-AV General - Internet A/V AMAZON PRIME VOD ADDL FEES 1Q17 2Q18   Production: URBAN COWBOY (1980) - 1/16/2017","","",0,"07/01/2018","09/30/2018",2.309280,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: RD-SP Radio - Spanish","","",0,"07/01/2018","09/30/2018",2.237770,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: TV-CA TV - Cable    Production: URBAN COWBOY (1980) - 7/7/2018","","",0,"07/01/2018","09/30/2018",2.201680,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: TV-CA TV - Cable    Production: URBAN COWBOY (1980) - 7/9/2018","","",0,"07/01/2018","09/30/2018",2.201680,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: TV-CA TV - Cable    Production: URBAN COWBOY (1980) - 7/7/2018","","",0,"07/01/2018","09/30/2018",2.201680,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: TV-CA TV - Cable    Production: URBAN COWBOY (1980) - 7/9/2018","","",0,"07/01/2018","09/30/2018",2.201680,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: GN-IS General - Internet Interactive Self-Representing IHEART FREE","","",0,"07/01/2018","09/30/2018",2.195000,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: GN-AV General - Internet A/V HULU ADDL FEES 1Q2013-2Q2018   Production: GAME OF SILENCE - INTO THE BLACK","","",0,"07/01/2018","09/30/2018",2.158530,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: GN-AV General - Internet A/V AMAZON PRIME VOD ADDL FEES 1Q17 2Q18   Production: URBAN COWBOY (1980) - 1/16/2017","","",0,"07/01/2018","09/30/2018",2.136120,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: GN-AV General - Internet A/V AMAZON PRIME VOD ADDL FEES 1Q17 2Q18   Production: URBAN COWBOY (1980) - 1/16/2017","","",0,"07/01/2018","09/30/2018",2.136120,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: RD-PO Radio - Pop","","",0,"07/01/2018","09/30/2018",2.114730,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: RD-PO Radio - Pop","","",0,"07/01/2018","09/30/2018",2.114730,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: GN-AV General - Internet A/V YOUTUBE VOD   Production: URBAN COWBOY (1980) - 9/30/2018","","",0,"07/01/2018","09/30/2018",2.080220,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: TV-CA TV - Cable    Production: URBAN COWBOY (1980) - 8/18/2018","","",0,"07/01/2018","09/30/2018",2.054930,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: GN-IN General - Internet Streaming APPLE SUBSCRIPTION (FREE TRIAL)","","",0,"07/01/2018","09/30/2018",1.211050,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: TV-CA TV - Cable    Production: URBAN COWBOY (1980) - 7/7/2018","","",0,"07/01/2018","09/30/2018",1.206490,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: TV-CA TV - Cable    Production: URBAN COWBOY (1980) - 7/9/2018","","",0,"07/01/2018","09/30/2018",1.206490,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: GN-BA General - Background/Foreground MUSIC CHOICE","","",0,"07/01/2018","09/30/2018",1.289910,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: GN-AV General - Internet A/V MICROSOFT TV 1Q17-3Q18 PERFORMANCES   Production: URBAN COWBOY (1980) - 9/30/2018","","",0,"07/01/2018","09/30/2018",1.285450,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: GN-AV General - Internet A/V MICROSOFT TV 1Q17-3Q18 PERFORMANCES   Production: URBAN COWBOY (1980) - 9/30/2018","","",0,"07/01/2018","09/30/2018",1.285450,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: GN-AV General - Internet A/V YOUTUBE VOD   Production: URBAN COWBOY (1980) - 9/30/2018","","",0,"07/01/2018","09/30/2018",1.282840,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: TV-CA TV - Cable    Production: URBAN COWBOY (1980) - 8/18/2018","","",0,"07/01/2018","09/30/2018",1.267220,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: TV-CA TV - Cable    Production: URBAN COWBOY (1980) - 9/8/2018","","",0,"07/01/2018","09/30/2018",1.541200,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: TV-CA TV - Cable    Production: URBAN COWBOY (1980) - 8/20/2018","","",0,"07/01/2018","09/30/2018",1.541200,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: TV-CA TV - Cable    Production: URBAN COWBOY (1980) - 9/8/2018","","",0,"07/01/2018","09/30/2018",1.541200,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: TV-CA TV - Cable    Production: URBAN COWBOY (1980) - 8/20/2018","","",0,"07/01/2018","09/30/2018",1.541200,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: TV-CA TV - Cable    Production: URBAN COWBOY (1980) - 7/7/2018","","",0,"07/01/2018","09/30/2018",1.467820,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: TV-CA TV - Cable    Production: URBAN COWBOY (1980) - 7/9/2018","","",0,"07/01/2018","09/30/2018",1.467820,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: TV-CA TV - Cable    Production: URBAN COWBOY (1980) - 8/9/2018","","",0,"07/01/2018","09/30/2018",1.467820,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: TV-CA TV - Cable    Production: URBAN COWBOY (1980) - 8/24/2018","","",0,"07/01/2018","09/30/2018",1.467820,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: TV-CA TV - Cable    Production: URBAN COWBOY (1980) - 8/29/2018","","",0,"07/01/2018","09/30/2018",1.467820,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: TV-CA TV - Cable    Production: URBAN COWBOY (1980) - 9/25/2018","","",0,"07/01/2018","09/30/2018",1.467820,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: TV-CA TV - Cable    Production: URBAN COWBOY (1980) - 9/30/2018","","",0,"07/01/2018","09/30/2018",1.467820,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: TV-CA TV - Cable    Production: URBAN COWBOY (1980) - 8/9/2018","","",0,"07/01/2018","09/30/2018",1.467820,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: TV-CA TV - Cable    Production: URBAN COWBOY (1980) - 8/24/2018","","",0,"07/01/2018","09/30/2018",1.467820,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: TV-CA TV - Cable    Production: URBAN COWBOY (1980) - 8/29/2018","","",0,"07/01/2018","09/30/2018",1.467820,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: TV-CA TV - Cable    Production: URBAN COWBOY (1980) - 9/25/2018","","",0,"07/01/2018","09/30/2018",1.467820,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: TV-CA TV - Cable    Production: URBAN COWBOY (1980) - 9/30/2018","","",0,"07/01/2018","09/30/2018",1.467820,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: GN-AV General - Internet A/V AMAZON VIDEO ON DEMAND   Production: URBAN COWBOY (1980) - 9/30/2018","","",0,"07/01/2018","09/30/2018",1.466420,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: GN-AV General - Internet A/V AMAZON VIDEO ON DEMAND   Production: URBAN COWBOY (1980) - 9/30/2018","","",0,"07/01/2018","09/30/2018",1.466420,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: GN-AV General - Internet A/V HULU ADDL FEES 1Q2013-2Q2018   Production: URBAN COWBOY (1980) - 10/28/2016","","",0,"07/01/2018","09/30/2018",1.443450,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: GN-AV General - Internet A/V HULU ADDL FEES 1Q2013-2Q2018   Production: URBAN COWBOY (1980) - 10/28/2016","","",0,"07/01/2018","09/30/2018",1.443450,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: GN-AV General - Internet A/V AMAZON PRIME VOD ADDL FEES 1Q17 2Q18   Production: URBAN COWBOY (1980) - 1/16/2017","","",0,"07/01/2018","09/30/2018",1.424110,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: RD-PO Radio - Pop","","",0,"07/01/2018","09/30/2018",1.409710,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: GN-IN General - Internet Streaming APPLE SUBSCRIPTION (FREE TRIAL)","","",0,"07/01/2018","09/30/2018",1.816570,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: GN-IN General - Internet Streaming APPLE SUBSCRIPTION (FREE TRIAL)","","",0,"07/01/2018","09/30/2018",1.816570,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: TV-CA TV - Cable    Production: URBAN COWBOY (1980) - 7/7/2018","","",0,"07/01/2018","09/30/2018",1.809780,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: TV-CA TV - Cable    Production: URBAN COWBOY (1980) - 7/9/2018","","",0,"07/01/2018","09/30/2018",1.809780,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: TV-CA TV - Cable    Production: URBAN COWBOY (1980) - 7/7/2018","","",0,"07/01/2018","09/30/2018",1.809780,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: TV-CA TV - Cable    Production: URBAN COWBOY (1980) - 7/9/2018","","",0,"07/01/2018","09/30/2018",1.809780,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: TV-CA TV - Cable    Production: URBAN COWBOY (1980) - 7/7/2018","","",0,"07/01/2018","09/30/2018",1.957090,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: TV-CA TV - Cable    Production: URBAN COWBOY (1980) - 7/9/2018","","",0,"07/01/2018","09/30/2018",1.957090,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: GN-IS General - Internet Interactive Self-Representing AMAZON PRIME MUSIC","","",0,"07/01/2018","09/30/2018",1.947330,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: GN-BA General - Background/Foreground MUSIC CHOICE","","",0,"07/01/2018","09/30/2018",1.934870,.000000,.000000
"WANDA MALLETTE\BOB MORRISON\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","LOOKINGFOR24","LOOKING FOR LOVE (REVERTED - FOR ALL USES AFTER 7/24/2014)","Use: GN-BA General - Background/Foreground MUSIC CHOICE","","",0,"07/01/2018","09/30/2018",1.934870,.000000,.000000
